filename,al10_drop,al10_last,al10_mean,al10_min,al10_p10,al10_slope,al10_std,al_drop,al_last,al_mean,al_min,al_p10,al_slope,al_std,mot_max,mot_mean,sf10_drop,sf10_last,sf10_mean,sf10_min,sf10_p10,sf10_slope,sf10_std,sf_drop,sf_last,sf_mean,sf_min,sf_p10,sf_slope,sf_std,worst_patch
exact-r1__b5d14e764b870261aa66c7becd1030cb7dd3aff1__炸虾菇__v1127__bubble__35558177__c0.mp4,0.71701807,0.90205216,0.7324969,0.27551514,0.37392724,-0.0015771613997433017,0.22179022,0.12824398,0.9623083,0.91863996,0.86021584,0.86620724,-0.001052598119253219,0.042771764,0.03628981113433838,0.02235480025410652,0.50188774,0.9342033,0.8311988,0.49136466,0.5977402,-0.001034079215272154,0.13898425,0.10789257,0.9755315,0.9409946,0.88766545,0.8951228,-0.0007438716798902979,0.034324706,0.23126950860023499
exact-r2__3296e3025fe5db65ce1e18e8abd3114afdfdc5da__爆炸菇（爆炸后）__v335__coffee__0714808a__c0.mp4,0.85298705,0.29950815,0.5504182,0.14061761,0.3184254,-0.024765408321802816,0.19200394,0.2844919,0.7664747,0.8572177,0.7116538,0.782375,-0.007827472368719094,0.06127261,0.18454653024673462,0.08173485100269318,0.2032274,0.8279683,0.8719246,0.79037726,0.8044816,-0.0065961148545675965,0.049574863,0.10087347,0.9166369,0.9389525,0.89527225,0.8982707,-0.00364827467754425,0.02666314,0.23122501373291016
base-props__13eda229e23f72de63829ca2a162c20a3b56bf44__吐司菇__v72__bubble__b7a22711__c0.mp4,0.7056402,0.40157515,0.66319823,0.23201698,0.28905475,-0.034855876338811737,0.24398258,0.20348078,0.8225068,0.88894767,0.7661487,0.79094017,-0.009646019092190414,0.06731135,0.13490307331085205,0.05590038746595383,0.16685188,0.79698086,0.87433356,0.7713829,0.7899958,-0.007830972963642232,0.054607917,0.08124226,0.9055824,0.9448481,0.8969375,0.90212125,-0.0037323156953329175,0.025867146,0.5765087604522705
base-noprop__16fe9365e7037fa8c4a99e77960da17eca362165__炸虾菇__v0__1e3c4480__c0.mp4,0.2619455,0.95643663,0.8942362,0.717129,0.7274961,-0.0038137868812432923,0.08757457,0.073818624,0.9686694,0.9506199,0.9059984,0.9079782,-0.0009759540849994795,0.023539431,0.05173850059509277,0.02333999238908291,0.097589254,0.9604074,0.93849856,0.88156426,0.8908582,-0.0008804595517546853,0.02693479,0.03274679,0.98172873,0.97395986,0.9557306,0.95796573,-0.0003913526125105192,0.009371365,0.5891473293304443
exact-r2__5374332efc1c0d8835fbbff686d292f356e467e9__吐司菇__v522__coffee__2f4946ce__c0.mp4,0.5337878,0.17898723,0.33743787,0.1293775,0.14743783,-0.026559493846808502,0.20834239,0.32622457,0.683077,0.73422396,0.5543016,0.6203145,-0.01365023639362321,0.1079578,0.2893803119659424,0.15924577414989471,0.18376821,0.7517112,0.78514105,0.6949288,0.7086836,-0.008398584874251158,0.06273088,0.102965236,0.8614379,0.89346975,0.84368193,0.8517357,-0.005137062002076449,0.038244616,0.21133780479431152
exact-r2__05e26f5e60986d81eb27d3bff555fb6e8b76fd97__粽子菇__v37__coffee__5e8d49dc__c0.mp4,0.8642915,0.14326538,0.4489725,0.1102522,0.11701678,-0.049595327922713615,0.37022826,0.32092708,0.6653362,0.8155442,0.6653362,0.6817691,-0.017906784834597924,0.12380871,0.14570492506027222,0.07559193670749664,0.46755958,0.5287329,0.7048569,0.506984,0.5231014,-0.025261271553548445,0.17865519,0.17729318,0.8110411,0.89113635,0.8110411,0.81437033,-0.00995939675527127,0.06860404,0.18245726823806763
exact-r1__5a2b80d25bdac954a2b5eea6b09fb441b660473c__炸虾菇__v572__coffee__c14202ca__c0.mp4,0.5558037,0.7078967,0.6790596,0.4351477,0.4568112,-0.01760966475066459,0.15680252,0.152076,0.9170494,0.9121151,0.843238,0.84700114,-0.004993199948736816,0.04392747,0.06174302101135254,0.03384488448500633,0.2555437,0.8485135,0.83820456,0.7354077,0.7563766,-0.006182399074079515,0.06108812,0.09408885,0.9557625,0.9459599,0.90122527,0.9086636,-0.00265378231116435,0.025555806,0.21404123306274414
base-noprop__e245e3cfc41c9b8a7f3e19965bae1bd8876cb0b0__爆炸菇（爆炸前）__v0__40be3b2c__c0.mp4,0.5633777,0.42947745,0.6541382,0.4293167,0.43136317,-0.02252413494431454,0.19949195,0.1300937,0.865651,0.90578395,0.8649683,0.8655162,-0.005110587586056106,0.04230857,0.07126712799072266,0.04734155535697937,0.16643596,0.84323484,0.8845598,0.8262584,0.8295708,-0.005994100285613019,0.048847184,0.06320578,0.93638235,0.9531256,0.9318562,0.9343625,-0.00231133949144085,0.018518219,0.6157700419425964
exact-r1__c2e9ae96e46e8d80f334d387a13cdcd4b79f15cd__爆炸菇（爆炸前）__v1218__coffee__09c07fe3__c0.mp4,0.7852764,0.28676546,0.59913826,0.14835238,0.17352113,-0.03574046198087249,0.28391832,0.3509251,0.7291502,0.83904153,0.61700606,0.6454223,-0.014826709456123396,0.11975123,0.22149401903152466,0.08234094828367233,0.30176532,0.69960964,0.83413786,0.6457391,0.6913656,-0.013075981510015353,0.10218791,0.14371264,0.8640582,0.9213824,0.83061635,0.85710776,-0.00591130089382883,0.045710735,0.23006297647953033
exact-r1__48172f0dfe98550b41a163b5c11c78aa0d297fd9__粽子菇__v459__scooter__53010f1f__c0.mp4,0.72765654,0.11154574,0.22957249,0.079084314,0.09097495,-0.01903657981087804,0.1862723,0.4457491,0.5204314,0.5899872,0.4698016,0.47537926,-0.014708993404279122,0.1306645,0.3909969925880432,0.27423033118247986,0.17057931,0.740814,0.7778326,0.7219298,0.73931307,-0.005981960492171794,0.046151403,0.1278888,0.8359432,0.8642176,0.82598424,0.8297002,-0.00515821252180182,0.038752858,0.5300490856170654
base-noprop__0eaa401fc0b89ae5782586ac9dd79898a8983222__汉堡菇__v0__9c680cc7__c0.mp4,0.0857839,0.97430694,0.947982,0.9073296,0.9139193,0.0010927526258197348,0.0254101,0.032334805,0.98272157,0.97358996,0.9605421,0.96088105,0.0002245539026297997,0.009892343,0.01443934440612793,0.007495393045246601,0.06231129,0.97600865,0.9561623,0.93080217,0.9340653,0.000676726517469975,0.018303633,0.021496415,0.986967,0.9810853,0.9737333,0.9741246,2.8600511343589284e-05,0.005788433,0.7147263288497925
base-noprop__7980439f022908b0edafecd558418e07616aeaf7__汉堡菇__v0__0ee32b99__c0.mp4,0.7673969,0.27194256,0.5698104,0.22548774,0.27287754,-0.03536440935648479,0.26297763,0.33828872,0.65609795,0.8341096,0.65609795,0.67344975,-0.015334039396448113,0.1106139,0.21653646230697632,0.09832421690225601,0.27362716,0.766119,0.86495924,0.7192576,0.7672374,-0.010226620103530717,0.074687414,0.12341511,0.8726344,0.9324339,0.87221605,0.8740912,-0.005309484162820633,0.037833076,0.5513973832130432
exact-r1__2542b9c5635f6f39a49c3380e72384f78fd1c0d8__炸虾菇__v238__eyemask__d9177803__c0.mp4,0.6054421,0.4908719,0.6803371,0.39108747,0.45375463,-0.030367258509157224,0.22008619,0.14435667,0.86087525,0.9240568,0.85331243,0.8630114,-0.006898351160905134,0.048954096,0.084727942943573,0.04157775267958641,0.20090044,0.8013797,0.8765414,0.795629,0.81074166,-0.009939531387076551,0.07384362,0.061353087,0.94414485,0.9656347,0.93638444,0.9445216,-0.0027355358534650966,0.019581383,0.2874109148979187
exact-r1__747d3ed757b17ee3ce426d2b1db8de235748f40c__爆炸菇（爆炸前）__v732__eyemask__9058c319__c0.mp4,0.5016327,0.48910153,0.7328608,0.48910153,0.54693335,-0.02110028213898656,0.14765804,0.13867104,0.8564345,0.9194928,0.85563445,0.86464345,-0.0056120345126027755,0.040057864,0.06856364011764526,0.035128913819789886,0.18264687,0.80808735,0.8737392,0.80808735,0.8223773,-0.006663916787139981,0.049232263,0.07173455,0.92499816,0.9546217,0.92257094,0.9329842,-0.0024342203564323432,0.017705465,0.30124467611312866
base-props__abd3eebc0d8afd79024fb49f40a8b92321223c19__汉堡菇__v686__eyemask__ac9a2e26__c0.mp4,0.5002645,0.59646326,0.7422598,0.48983774,0.56154066,-0.013418061990040565,0.1480702,0.15600067,0.85147655,0.899556,0.8339009,0.8462293,-0.004372984877688146,0.04406031,0.10499292612075806,0.04705040529370308,0.14316809,0.8709666,0.8937933,0.8469341,0.85149336,-0.004039692489997202,0.036289457,0.06968337,0.9288422,0.94660646,0.92347085,0.92717427,-0.0023020116001249923,0.01888417,0.5012178421020508
exact-r1__f4dcc4ddd6ed29902730ed3dd92d434381273e1b__蘑菇力__v1544__eyemask__69342e96__c0.mp4,0.7683794,0.23632883,0.48531786,0.22566575,0.236873,-0.03693984794934748,0.26874182,0.31118053,0.6862539,0.811223,0.68587744,0.6866614,-0.01545709660166337,0.106721155,0.18432778120040894,0.10747610032558441,0.28257543,0.7322947,0.81562704,0.7114697,0.7165528,-0.012723154642365191,0.09200099,0.13327318,0.8705817,0.9186991,0.8637848,0.86676216,-0.006126511415002836,0.042645432,0.26461902260780334
base-noprop__27feb807011584368c25fbbf65625d279657f562__蘑菇力__v0__f6483797__c0.mp4,0.3400203,0.79630923,0.79793906,0.61581266,0.7061195,-0.00873897151042353,0.07870708,0.1390611,0.89595914,0.9057497,0.8361044,0.86318743,-0.00436177431594713,0.034948535,0.06365567445755005,0.03012371063232422,0.15178227,0.8604505,0.8722422,0.8115668,0.83573216,-0.004103953305911646,0.035955172,0.083200276,0.9271941,0.9358734,0.89976007,0.9138086,-0.002738401588243913,0.021776276,0.4926311671733856
exact-r1__06c6d021fcbe5dc10a2370f9e8a54eb80625959d__爆炸菇（爆炸前）__v43__crown__46f796dd__c0.mp4,0.8711026,0.11187866,0.36468536,0.10462454,0.10939654,-0.04331616574360919,0.3347186,0.53866315,0.47569466,0.66049445,0.44446084,0.45599735,-0.029243965128900512,0.21336186,0.2513841986656189,0.1470605432987213,0.6790836,0.34388867,0.6046342,0.2966435,0.32423866,-0.03730450016943363,0.27008036,0.33768559,0.68362105,0.807555,0.6496928,0.66960454,-0.018053360607313083,0.13137802,0.20930194854736328
base-props__31b74b126f6fafc4629493be8201689f500ebf47__爆炸菇（爆炸后）__v174__glasses__c872a838__c0.mp4,0.43572506,0.6869786,0.37648314,0.18423381,0.2035254,-0.000723986036103715,0.14897002,0.29319113,0.8683082,0.6920714,0.56188715,0.58536536,-0.001550769205149923,0.09978925,0.24901890754699707,0.1721755862236023,0.24717844,0.8695034,0.7303789,0.62882197,0.64034766,0.00021974012078975445,0.07634746,0.13487405,0.9350694,0.86424696,0.79977584,0.82344604,-0.00020736291003321008,0.037512135,0.3512576222419739
base-noprop__0eaa401fc0b89ae5782586ac9dd79898a8983222__粽子菇__v0__f095b3f4__c0.mp4,0.4423139,0.97556543,0.87121195,0.54854727,0.65412307,0.0009614593780087756,0.13477376,0.11375803,0.9857647,0.95585805,0.8806004,0.89644355,-7.968292877275363e-07,0.036493376,0.06840288639068604,0.017831455916166306,0.112989485,0.9755653,0.9402324,0.87787163,0.8864676,-0.0005870907909785657,0.03950275,0.046656787,0.9861464,0.97368944,0.94785124,0.95408946,-0.0002861343353633618,0.015071273,0.7055840492248535
exact-r1__481d9ee16b0383918a4b3e6293cda09b3f1d61b8__爆炸菇（爆炸后）__v460__glasses__217712af__c0.mp4,0.9263433,0.06593676,0.21050783,0.055593595,0.066551335,-0.025722064475414783,0.24805982,0.6497003,0.33973292,0.5139843,0.33973292,0.36653838,-0.02291583844088755,0.18139872,0.38371825218200684,0.25735199451446533,0.46945763,0.52889705,0.6526415,0.5124794,0.5243251,-0.0184165075598027,0.13032606,0.32850283,0.6719428,0.77133644,0.6616922,0.67491806,-0.014008165348188677,0.097663775,0.3034110367298126
exact-r2__08bc0b380cf865761826977b4c950791f2b66856__爆炸菇（爆炸前）__v52__crown__f7b25bfe__c0.mp4,0.828544,0.15991238,0.3026024,0.097717315,0.11241704,-0.0300155946535791,0.27163434,0.50617194,0.62775695,0.6862415,0.47312865,0.48656148,-0.01685497585846032,0.14853749,0.23544275760650635,0.1261010617017746,0.5818337,0.3534672,0.5918303,0.349719,0.35271907,-0.027364689518104886,0.193829,0.31494975,0.7454031,0.8123426,0.66528213,0.70282596,-0.01145447602149526,0.090089686,0.21732640266418457
base-noprop__16fe9365e7037fa8c4a99e77960da17eca362165__爆炸菇（爆炸后）__v0__640054da__c0.mp4,0.11604351,0.972744,0.92773587,0.871814,0.90036356,-0.00031134509757573035,0.031314485,0.045160115,0.98221827,0.9581509,0.944138,0.94538295,-2.1846692552694948e-05,0.013513419,0.020888864994049072,0.013647152110934258,0.093013525,0.972744,0.9374344,0.8948441,0.9079795,-0.00021290631869094208,0.025004055,0.03075111,0.982853,0.9717981,0.9597938,0.96514976,-0.00020005745378877979,0.0077529647,0.3647195100784302
exact-r1__06fa761f552f4726608d396cd74b9485f90f0510__爆炸菇（爆炸前）__v44__crown__bb179f3c__c0.mp4,0.8560611,0.12738214,0.34046474,0.12204935,0.12538786,-0.031279501869626664,0.23667121,0.570791,0.41950455,0.6658023,0.41783985,0.41900307,-0.030167086499010634,0.21723273,0.28093191981315613,0.1531541496515274,0.56025124,0.43696383,0.6386989,0.41838238,0.43108848,-0.026323260260900493,0.19066122,0.31735116,0.6929016,0.8189564,0.6731775,0.6911997,-0.015739811797858244,0.11433299,0.3099956512451172
base-props__5626b130f196987d62f6d0c5c5db38f271c3a918__蘑菇力__v324__eyemask__8aa782fc__c0.mp4,0.76817095,0.18901065,0.2436841,0.13838467,0.14529178,-0.0160821855009309,0.17896083,0.37741578,0.6144136,0.65578634,0.5664966,0.57949203,-0.01021584155766861,0.08981793,0.24985378980636597,0.1953217089176178,0.21852922,0.7269309,0.7570383,0.70398754,0.71819854,-0.005594631134285767,0.050692905,0.1432234,0.826268,0.85110795,0.8163504,0.8235097,-0.004254997424457396,0.03436832,0.44021081924438477
base-noprop__570ddf635a3d56fb1f5c3aa1b95e854782191387__爆炸菇（爆炸前）__v0__bc5ddf67__c0.mp4,0.4753313,0.9084844,0.8073784,0.45782107,0.53691363,-0.003197951632526086,0.16162412,0.15923381,0.9500339,0.92322886,0.80945694,0.83687556,-0.00040039602711266695,0.048533324,0.10272610187530518,0.037005506455898285,0.13353175,0.92223597,0.9077431,0.8102199,0.83326817,-0.0001524638517100873,0.041548055,0.066844106,0.96784693,0.96023446,0.91218305,0.9242034,-0.00022840140600920755,0.019517755,0.5696061253547668
generic__567f0abcb0cf6a5bcee6cad1571c9b7164cd9790__蘑菇力__v327__eyemask__70ecb658__c0.mp4,0.47464848,0.51274526,0.67220736,0.51274526,0.52232045,-0.02277246194159091,0.17056927,0.13379091,0.86286926,0.8954574,0.85789657,0.8628739,-0.005802448205797102,0.045688972,0.08281087875366211,0.05896540358662605,0.139839,0.88245153,0.8946932,0.8475547,0.8593143,-0.004818637439384766,0.04145753,0.055006146,0.94568014,0.95442283,0.93684196,0.94136864,-0.002028716764902408,0.016605888,0.6121337413787842
base-noprop__b362aa39df3475305cfa9e011880de6337fbfc66__炸虾菇__v0__c359489c__c0.mp4,0.2603678,0.91459095,0.8676851,0.71824586,0.78797543,-0.0010666363088509716,0.06979495,0.07135433,0.9573507,0.9466391,0.910986,0.91769296,-0.0004935317006506933,0.021161463,0.04015737771987915,0.018243027850985527,0.14284158,0.9229883,0.9081581,0.83577204,0.8686818,-0.001416091214526785,0.035391185,0.04529518,0.9703084,0.96488225,0.94322395,0.95166713,-0.0004965795476446171,0.011954003,0.5882409811019897
generic__1a5e9e21aa5ab5837e37e1d632efa039b57aab7f__蘑菇力__v94__coffee__9813a98c__c0.mp4,0.057036817,0.94438505,0.9386563,0.91296506,0.92136717,-0.0008811623211434834,0.015662286,0.03118807,0.9720322,0.96743244,0.9512921,0.957015,-0.0005562006249258348,0.008386862,0.013589799404144287,0.004922384861856699,0.05527413,0.9460331,0.9425615,0.9147277,0.9277512,-0.0010482859116769116,0.013792068,0.026316464,0.9756485,0.97235465,0.9589787,0.9644232,-0.00045965888754654786,0.0066730636,0.6200231313705444
exact-r1__b856a1d79624bd047e5d93374c319a973d73e62e__蘑菇力__v1149__crown__12fea823__c0.mp4,0.7408885,0.24014859,0.40671867,0.15515466,0.20085457,-0.030412589240333313,0.23813684,0.43744612,0.6662339,0.7411584,0.5151564,0.6039102,-0.015566639219348146,0.12752557,0.1784800887107849,0.10545391589403152,0.47912842,0.46903104,0.668466,0.42321163,0.43085167,-0.02611241451365202,0.1895411,0.27200776,0.78215784,0.84661245,0.6872938,0.7556439,-0.010135314445721761,0.07922674,0.2533363401889801
base-props__961bd0e7dc5dec1e77f826ad3f88dc97e2021663__汉堡菇__v606__glasses__ec6f851a__c0.mp4,0.11128676,0.89468545,0.9315258,0.8755976,0.89076006,-0.005563055868205342,0.040026456,0.04201168,0.9539373,0.96957994,0.9525597,0.95302933,-0.0022483047524930956,0.016127177,0.01637786626815796,0.007732020691037178,0.06853944,0.92280424,0.94573677,0.91834503,0.9201248,-0.003617293808771207,0.026915284,0.026468933,0.9688672,0.9773119,0.96810246,0.9686034,-0.0012987274308449597,0.009402798,0.5666740536689758
base-props__5b25b451ba447539ebbed136a0d3bcf3025f8863__爆炸菇（爆炸前）__v346__bubble__c741a081__c0.mp4,0.36206698,0.8945408,0.86652297,0.62894976,0.77866036,-0.003567403660932557,0.07551531,0.08655667,0.9557532,0.9467089,0.9022677,0.91999465,-0.0007270967418497252,0.01835861,0.0510520339012146,0.020195230841636658,0.12405145,0.9103225,0.90985143,0.8669654,0.87078106,-0.0019912368695255375,0.027152574,0.041893363,0.96648717,0.9669041,0.9525515,0.9560829,-0.000732692039531204,0.008722958,0.49198639392852783
exact-r2__4b73dcb962cbfd0a121d5292b514c93b57ca1509__毒蘑菇__v481__eyemask__9dd97bcd__c0.mp4,0.5751722,0.46846646,0.7132831,0.4106506,0.42072478,-0.02983612399327424,0.21663004,0.1529687,0.85388875,0.9121028,0.8349222,0.8415102,-0.007457959911097662,0.053478103,0.09911584854125977,0.046761687844991684,0.13573325,0.8782996,0.9036551,0.8500898,0.8598609,-0.005558781767551142,0.041939713,0.05860442,0.948264,0.95886445,0.9324353,0.9346286,-0.0024752348308035646,0.018577263,0.30259913206100464
exact-r1__b6387d6187a3435f57004a2d043d191ad76a9ced__炸虾菇__v1130__bubble__3f98ead1__c0.mp4,0.7405169,0.46881595,0.66402465,0.23795983,0.36059922,-0.027635202724707462,0.23608327,0.21130705,0.8072615,0.87839997,0.7729368,0.781558,-0.008905488276198928,0.065454505,0.0973101258277893,0.0343121774494648,0.5175775,0.825227,0.83491117,0.46172976,0.73205376,-0.00836793271449244,0.11251405,0.13479936,0.9002397,0.9127121,0.85420686,0.8640496,-0.00497376465279124,0.04229963,0.19433069229125977
generic__7477a8f5fd3a13dfd6406e169f1243b5549b5cc2__炸虾菇__v452__bubble__e02ebc45__c0.mp4,0.15351653,0.9605032,0.94728106,0.8342108,0.8965569,-0.0026682240100717376,0.0404158,0.06413722,0.9782279,0.9703952,0.9261522,0.94133735,-0.0013231691635644388,0.02018261,0.039939284324645996,0.01166892796754837,0.07401234,0.9611052,0.9568816,0.913715,0.9182943,-0.0019712603021516235,0.023751944,0.027940154,0.9845003,0.9820642,0.9655851,0.96736944,-0.0007075756317070749,0.008812729,0.7493168115615845
exact-r1__b9a30f48e83d3a6f856772d9db5ce9ffdbec4263__蘑菇力__v1156__crown__cbeb6f3f__c0.mp4,0.25370538,0.83332944,0.86214525,0.7136905,0.7894414,-0.007392042298090787,0.06614635,0.08409566,0.9274564,0.94069225,0.894855,0.91714257,-0.002545869161960171,0.021122625,0.034839093685150146,0.014114071615040302,0.15263098,0.872658,0.88686204,0.8147649,0.8388782,-0.005285514967714844,0.043356426,0.053465188,0.94747895,0.95480615,0.9296941,0.9395474,-0.001859422964540874,0.014871141,0.4744732081890106
base-props__3ea8cf079e959693153dd04695b6f05e21f1dca3__炸虾菇__v230__flag__575a466d__c0.mp4,0.8026552,0.18555802,0.53075945,0.17628744,0.1851071,-0.05018402092718324,0.3798008,0.2636364,0.7428479,0.8434139,0.72494155,0.72974074,-0.015421882566256042,0.11806731,0.15477049350738525,0.08108027279376984,0.2827983,0.7392045,0.8429295,0.6974199,0.73933244,-0.014968712103696689,0.111931846,0.12749666,0.8746016,0.92449427,0.8637352,0.8719633,-0.007188307261278505,0.05302064,0.41649293899536133
base-props__546296f7917ec182336f629d3d0c02436cb741ca__吐司菇__v315__coffee__948b91c9__c0.mp4,0.04964304,0.93853134,0.9458576,0.9289079,0.9351685,-0.001376581109559597,0.013403713,0.025300145,0.96728945,0.9676614,0.9589952,0.96131766,-0.000490838124346818,0.0061337478,0.01891911029815674,0.011953465640544891,0.038186193,0.9435144,0.9525026,0.9403647,0.9415687,-0.0012122627067942902,0.010849392,0.014388859,0.97733605,0.97961485,0.9752161,0.97634166,-0.0004983590290009428,0.003974009,0.6637409925460815
exact-r1__55da22abe11d7537f6c455032f1fb4e7bbd78acf__汉堡菇__v547__scooter__b9c909ae__c0.mp4,0.6849225,0.17725334,0.5639711,0.1770975,0.17788868,-0.04429232155381456,0.31202218,0.39995533,0.5586067,0.79320675,0.54936,0.5563643,-0.023275950739506203,0.1644256,0.2681635618209839,0.10659661144018173,0.1867072,0.6937345,0.81224585,0.6878855,0.6939709,-0.013231486494362125,0.09272181,0.14102829,0.81532663,0.89980334,0.81532663,0.8175716,-0.008573656437896463,0.05919235,0.4746980667114258
exact-r2__ed08b2ae756811846b134fba32ac65464ff1469d__汉堡菇__v1485__bubble__44a26c4a__c0.mp4,0.7652071,0.39113033,0.59612215,0.22796804,0.2708857,-0.0357417583229985,0.24301857,0.19243443,0.83605343,0.8868185,0.80142415,0.80884963,-0.008460178676801247,0.057843592,0.07272595167160034,0.037954751402139664,0.423957,0.7195662,0.78795946,0.56921816,0.6164369,-0.018583752126561798,0.12912901,0.123579144,0.9053946,0.92477334,0.87281823,0.8745103,-0.005694006448206694,0.03958843,0.1879725158214569
generic__deb8dcc91484de67c08304d54dba061741b046a8__爆炸菇（爆炸后）__v870__scooter__b591c40c__c0.mp4,0.92463064,0.034330018,0.19922136,0.031572923,0.033320986,-0.03388573370299675,0.29968035,0.69421375,0.27832833,0.4597536,0.27832833,0.28005168,-0.03205602524780004,0.24754624,0.33149200677871704,0.23631791770458221,0.5702991,0.40835166,0.53359187,0.39017564,0.40751302,-0.023337242690470873,0.19258435,0.3791725,0.6028007,0.69607157,0.6028007,0.60486394,-0.016939354920575765,0.13627057,0.24062788486480713
exact-r1__ba251ea3d223905682930bef46247c2d3538af06__粽子菇__v1161__eyemask__c6bc1f91__c0.mp4,0.7661576,0.2217475,0.30607015,0.21513869,0.2218985,-0.017504182154599857,0.19204599,0.47880524,0.513987,0.6438646,0.5107697,0.5127644,-0.018271809097806478,0.13157143,0.25064975023269653,0.19223102927207947,0.3731113,0.6156007,0.7201652,0.60818505,0.6164802,-0.013123712638621282,0.09649682,0.23074496,0.76463675,0.8360956,0.76128566,0.76256084,-0.009467506420470988,0.06605578,0.20051048696041107
exact-r2__d36eed25472a949e97ad36dd59ce8359fe0c3013__炸虾菇__v1310__crown__87836f8d__c0.mp4,0.80593103,0.18658966,0.2499967,0.16407771,0.17363223,-0.014693528516843862,0.20029321,0.50435054,0.5579668,0.6126165,0.4720154,0.5044201,-0.009505072512881095,0.11469476,0.23711037635803223,0.19260136783123016,0.46438897,0.56916153,0.6566056,0.5072844,0.53593725,-0.012000324815629518,0.10771531,0.3383783,0.76978517,0.8052178,0.6453991,0.7042663,-0.006422362779911343,0.07393816,0.26750051975250244
exact-r1__c1f249311adad45f3c16099a7e9941c56910a7a1__爆炸菇（爆炸前）__v1208__coffee__eb648246__c0.mp4,0.8533446,0.14803238,0.35649794,0.12521763,0.13684766,-0.033085103768840614,0.25770566,0.52515435,0.4937408,0.6612652,0.45825267,0.48722866,-0.02289897480265426,0.16588126,0.3802999258041382,0.2307041585445404,0.25813073,0.7448927,0.8060407,0.7210117,0.7450435,-0.008828678385542318,0.06644655,0.15018749,0.85110223,0.8919693,0.8385526,0.85090137,-0.005754817733651555,0.041654013,0.4804430603981018
base-noprop__069c5cf6bb44592f056bdb81b4696b1569957312__毒蘑菇__v0__6fc0a54c__c0.mp4,0.50599366,0.47291952,0.64045984,0.47291952,0.49208522,-0.021311705762689776,0.16839957,0.13345116,0.8660378,0.8924982,0.84954226,0.85449684,-0.005344093788282668,0.043206062,0.10122132301330566,0.0660099983215332,0.09978688,0.88757527,0.90139616,0.8791263,0.88304186,-0.0029283756088362544,0.026864262,0.042325675,0.9524125,0.9585082,0.9474522,0.9505268,-0.0013565172555418546,0.011516686,0.5582669973373413
exact-r2__c345c8555877102cc1df8b6cecd5496eba097b0f__爆炸菇（爆炸前）__v1221__coffee__acd00226__c0.mp4,0.862569,0.6960106,0.5741024,0.1281791,0.16273819,-0.021864965042695687,0.28112793,0.30387032,0.89158976,0.8645823,0.6909399,0.75756764,-0.00628166018502985,0.0778118,0.19990122318267822,0.07818187028169632,0.21850383,0.8593587,0.86506957,0.77224433,0.7977846,-0.005516798835498065,0.05340671,0.1039691,0.94634867,0.9427643,0.8908411,0.90429944,-0.0021944043075614295,0.024849296,0.18884128332138062
base-props__07c58fa6b177896d1bf3bafc1798b4388f51e9a6__粽子菇__v33__coffee__8258b5f3__c0.mp4,0.6140197,0.5278176,0.62213296,0.31633043,0.33011347,-0.015718387196893287,0.21718077,0.28539115,0.8077994,0.83395743,0.68211484,0.6872301,-0.007013595622518803,0.097803935,0.1811201572418213,0.08043251186609268,0.19241595,0.8219298,0.8402805,0.742641,0.75763744,-0.005329236741593695,0.06395892,0.111387074,0.90198207,0.9143897,0.85861665,0.86433077,-0.0030638320526115456,0.037148796,0.5460712909698486
exact-r1__3373ae9e4de4dce88d5624681a41f79ac07484f3__爆炸菇（爆炸后）__v342__coffee__db864254__c0.mp4,0.6454158,0.8169043,0.7865244,0.33156404,0.47671065,-0.023714213002576208,0.21805288,0.15101492,0.9034955,0.92582744,0.8303827,0.8605059,-0.006933070571997423,0.054570526,0.0340999960899353,0.017106644809246063,0.47427243,0.87548655,0.85349077,0.5047599,0.66394305,-0.015187514747084352,0.14457208,0.13293433,0.92991775,0.9429341,0.8570811,0.8880105,-0.005503195371081247,0.04482236,0.15755751729011536
base-noprop__682f7d8fb59392161e4d92c0884afcd19b380053__汉堡菇__v0__64770511__c0.mp4,0.69200766,0.4805786,0.6250484,0.29371846,0.3566327,-0.026344570069916175,0.21087831,0.31070298,0.8214873,0.8484355,0.6765254,0.7438219,-0.009538002400530186,0.08074631,0.15864044427871704,0.06366381794214249,0.28955483,0.8246598,0.836064,0.69617116,0.72511464,-0.007935765114697553,0.07018411,0.16351801,0.907446,0.9120994,0.8279159,0.8542143,-0.004612367379335531,0.040684305,0.42537349462509155
exact-r2__95270fa777a6a5cb99054cf707304be40d56acb6__毒蘑菇__v928__bubble__f5d68233__c0.mp4,0.7187567,0.38974577,0.35559398,0.1947268,0.21926813,-0.014691168758944568,0.17511313,0.24267447,0.7994585,0.7923703,0.7123879,0.7155526,-0.004564365202730354,0.061818615,0.13677746057510376,0.08496318012475967,0.47574627,0.77705085,0.6560025,0.4410544,0.48634115,-0.01147857240655207,0.1438549,0.14645231,0.8939327,0.87733346,0.82881916,0.8374162,-0.003679900006814451,0.03963702,0.2140960693359375
