filename,al10_drop,al10_last,al10_mean,al10_min,al10_p10,al10_slope,al10_std,al_drop,al_last,al_mean,al_min,al_p10,al_slope,al_std,mot_max,mot_mean,sf10_drop,sf10_last,sf10_mean,sf10_min,sf10_p10,sf10_slope,sf10_std,sf_drop,sf_last,sf_mean,sf_min,sf_p10,sf_slope,sf_std,worst_patch
exact-r2__017c59f65cabc241c9ef5990259d488a7becfff0__爆炸菇（爆炸后）__v12__eyemask__d50d6fe5__c0.mp4,0.86776495,0.12468039,0.32555372,0.12289503,0.12405514,-0.03058848627971802,0.24051715,0.5773479,0.4139613,0.6596176,0.4139613,0.42178407,-0.026086048116325852,0.17739834,0.3530622720718384,0.19529879093170166,0.453458,0.5372019,0.7015313,0.5372019,0.54322135,-0.01818226766680541,0.13090467,0.22605038,0.76702356,0.85491645,0.7663739,0.7681497,-0.009697081602138035,0.06757363,0.32465311884880066
base-noprop__f4d25ec51527a18f0ee61a4803329a4966535857__粽子菇__v0__dbb2c007__c0.mp4,0.5298946,0.40548325,0.40960357,0.33118582,0.3402516,-0.008933471744003968,0.115456924,0.29072356,0.6915014,0.6977401,0.64058745,0.6489489,-0.005439327286166164,0.062374197,0.18734383583068848,0.15390682220458984,0.19075686,0.72826236,0.7479924,0.69585305,0.71130854,-0.00262792767743349,0.03684349,0.13609129,0.8390875,0.8516468,0.8114405,0.822286,-0.00227868509858022,0.027244259,0.4351884722709656
base-noprop__85485675b9afc7fa463bca0fd81c644d405acb2e__粽子菇__v0__51b32eee__c0.mp4,0.8049896,0.4881525,0.5166316,0.12729497,0.15577239,-0.03542804489788332,0.26625574,0.46343988,0.76297164,0.7594244,0.49972707,0.55564064,-0.018973805334257052,0.14413878,0.2774255871772766,0.11718957126140594,0.31312406,0.8074736,0.7803198,0.6231736,0.66440547,-0.010967334033001085,0.08568586,0.19868374,0.8872321,0.87661386,0.77278507,0.79706377,-0.007550454658010761,0.057572,0.4210014343261719
exact-r1__d1374c7b3666b2856a0808eca3479085172abdaf__蘑菇力__v1297__bubble__7fc52dc4__c0.mp4,0.58078384,0.58548665,0.7243533,0.40778863,0.44988292,-0.02806382446656585,0.199459,0.14671701,0.8803337,0.9189407,0.8480064,0.86177564,-0.006628934868239587,0.046088982,0.05123239755630493,0.025803351774811745,0.33249164,0.78288376,0.8442772,0.6560807,0.72189015,-0.012549249020960971,0.09268149,0.09628391,0.92389417,0.94474405,0.8989341,0.90801233,-0.004327937371646014,0.03043487,0.3043285608291626
exact-r1__51aaa255d1e150f9f845eb0dc6f5cf9ee644d4c2__吐司菇__v515__coffee__49cf7efc__c0.mp4,0.10014379,0.94651854,0.9498868,0.8899313,0.91216135,-0.002791546903580077,0.025717596,0.04430473,0.9639133,0.9687057,0.947163,0.95434105,-0.0014916726134040085,0.0118173,0.01564919948577881,0.008142984472215176,0.059945405,0.948949,0.957034,0.93012995,0.93482566,-0.0022233625645694316,0.017094025,0.030876637,0.9730206,0.97684866,0.9628122,0.9674616,-0.0010964822156627344,0.00850063,0.4324505925178528
base-noprop__c3ad0151cf012ab92fe134a98d4a74d428a02c98__爆炸菇（爆炸前）__v0__f33b086c__c0.mp4,0.7308769,0.4536672,0.43171784,0.18748544,0.18976001,-0.019047015166211982,0.21464524,0.3759793,0.7579533,0.7352505,0.58096635,0.5951723,-0.009742939601773817,0.11529829,0.2796297073364258,0.16470983624458313,0.19613898,0.80057615,0.81749046,0.73992914,0.763019,-0.005158359766477652,0.052106544,0.11447942,0.89230955,0.89996016,0.86049783,0.86253583,-0.003303817550655417,0.03271696,0.41500434279441833
base-noprop__56bc114155a57e47100a6759d7b78d0befdb0a1f__吐司菇__v0__31af3246__c0.mp4,0.5918005,0.93254924,0.7056048,0.38448477,0.40191084,0.007040181414411935,0.23571974,0.1835612,0.96412116,0.9036596,0.8067745,0.814328,0.0015155422711089748,0.067568034,0.10848897695541382,0.04631023854017258,0.19625586,0.93603164,0.87184733,0.7800294,0.7940959,0.000670875485235538,0.06513764,0.079639435,0.9702475,0.94997007,0.91085756,0.9190094,7.091238800244524e-05,0.024195204,0.5114284157752991
base-noprop__1df7005fbb426ec84155f9de604e394437faec56__毒蘑菇__v0__a7cf07d3__c0.mp4,0.21305597,0.9696746,0.91135824,0.77913165,0.7913765,-0.0033352410369239956,0.07237424,0.06754899,0.98083246,0.96472126,0.9284704,0.9305321,-0.0011395847962307874,0.022185873,0.03746151924133301,0.013842012733221054,0.08548057,0.9712758,0.9471429,0.90670705,0.91189027,-0.0015070222818804604,0.026791357,0.030443192,0.98370457,0.97856337,0.96560264,0.9660949,-0.0006341124358384384,0.0092551,0.5222183465957642
base-noprop__ea77208c520ab108b30a7e6f72eddb04638cca12__汉堡菇__v0__cbef9c99__c0.mp4,0.4852951,0.9632143,0.85732716,0.4967086,0.53199875,-0.007544088976185321,0.16401398,0.12729818,0.9805596,0.9505289,0.8635432,0.8754534,-0.0022800520592527345,0.040726714,0.07662439346313477,0.021847067400813103,0.14855546,0.96484303,0.930215,0.83344835,0.86958915,-0.003204950289763943,0.044425223,0.05068177,0.9825828,0.97237605,0.9401676,0.9480678,-0.0011058882055546408,0.01510227,0.6162360906600952
exact-r1__162906640246ef44f99db4ad49276c513665eb1e__蘑菇力__v142__glasses__889682a9__c0.mp4,0.5224894,0.55581903,0.75502396,0.46585155,0.5446127,-0.027215223420749994,0.2005231,0.117079794,0.87417316,0.92008525,0.8722553,0.87431705,-0.005917002089881141,0.042258546,0.06141948699951172,0.03592080995440483,0.23706591,0.76806915,0.87282175,0.75127506,0.76830137,-0.012552242446322696,0.090505704,0.059006393,0.93463993,0.9560061,0.9330627,0.9346808,-0.0027401434927589946,0.019931458,0.4329335391521454
base-noprop__e17297a1dbbf07dbe3fecb987321a5713158816b__爆炸菇（爆炸前）__v0__a239dfdd__c0.mp4,0.11631656,0.9416331,0.9186497,0.8572401,0.87982523,-0.0006404768219107248,0.03184932,0.042814195,0.96226686,0.9601482,0.94338274,0.94855684,-0.0006538272610766248,0.011838294,0.01097792387008667,0.006813334301114082,0.092389286,0.9438876,0.9267408,0.8819152,0.8966552,-0.0004904988726137209,0.026091162,0.03656864,0.9704387,0.9669614,0.9510783,0.95692575,-0.00038026391046323555,0.009844978,0.45747578144073486
base-noprop__58a25304d5897daa19607fb3b5ce8c1f9d1c340f__蘑菇力__v0__8676ccda__c0.mp4,0.546903,0.45090652,0.6155237,0.41971374,0.44203708,-0.02614998914625335,0.19442356,0.17222613,0.8075525,0.86916006,0.80454135,0.80648446,-0.008613264077736934,0.061519653,0.12980341911315918,0.08306436985731125,0.13112807,0.8465133,0.89177215,0.8465133,0.85133106,-0.005688278335827621,0.041160047,0.05606854,0.9343413,0.9522244,0.9335717,0.9338941,-0.00261520827005031,0.019176379,0.5378461480140686
generic__5fcaed1021788750740eaf4cb963c907ca733dc2__爆炸菇（爆炸前）__v363__flag__f28a34da__c0.mp4,0.73323804,0.91100097,0.5624514,0.25863105,0.26315725,-0.00630893593602501,0.29770476,0.17194271,0.94811046,0.8899767,0.8243823,0.8322942,-0.0018620595277062525,0.061333,0.10559391975402832,0.06368713825941086,0.20692039,0.9266619,0.865789,0.78494877,0.79940194,-0.002427619024227747,0.06369682,0.066352665,0.97227365,0.9536637,0.9299762,0.93459177,-0.0008734894010860627,0.0202245,0.5493015050888062
exact-r2__256b55303d2ece49031dba768c8d8f85b8dabced__炸虾菇__v240__eyemask__ac4ffce8__c0.mp4,0.23537993,0.58374393,0.630013,0.56371117,0.56893325,-0.009748834925206763,0.074525066,0.15231693,0.7750772,0.80499876,0.76431024,0.7680068,-0.0059857437968725245,0.047699403,0.05425363779067993,0.04668957740068436,0.16183633,0.7353741,0.7745633,0.7270559,0.72868913,-0.006933174585636423,0.052772317,0.13467759,0.8228252,0.8516884,0.8129364,0.8165496,-0.00544257532702132,0.042616595,0.3193103075027466
exact-r1__64f7ba46c3c16764be8347709ee03ebee90d68c2__炸虾菇__v639__scooter__ac6b2584__c0.mp4,0.8305993,0.1787495,0.44853327,0.14593059,0.16677883,-0.04134118677716954,0.29180878,0.36385393,0.634366,0.7706365,0.61846316,0.63277966,-0.01909861215960837,0.13281709,0.27136945724487305,0.15312577784061432,0.17045367,0.811674,0.8565581,0.8061336,0.81190884,-0.006945121429654446,0.050942127,0.09752184,0.898419,0.9237622,0.8898326,0.8976197,-0.004190677887366203,0.03063927,0.4828954041004181
exact-r1__62671de5d59372c360feb3d41db56086df4cc5db__毒蘑菇__v619__scooter__25ffefbe__c0.mp4,0.917067,0.058397032,0.46710607,0.058397032,0.06529196,-0.05497232731799838,0.38207003,0.35330915,0.63066447,0.82804805,0.63066447,0.6524075,-0.018482807243294406,0.12434368,0.14279162883758545,0.06928177177906036,0.6030754,0.3756049,0.69104224,0.37238875,0.38931084,-0.034415349305382835,0.23347624,0.21383667,0.7734561,0.8973299,0.7734561,0.7907729,-0.011115867158640987,0.074936956,0.2529914379119873
exact-r1__48172f0dfe98550b41a163b5c11c78aa0d297fd9__爆炸菇（爆炸后）__v459__glasses__56625650__c0.mp4,0.87035465,0.06724969,0.22666922,0.058603972,0.06413016,-0.026705169225693225,0.2190766,0.5953618,0.38801032,0.5659803,0.3743898,0.38525486,-0.025062714287414845,0.17965563,0.39251217246055603,0.2758251428604126,0.3393492,0.60909885,0.7366556,0.60909885,0.6116366,-0.015704833707319413,0.11143151,0.22857672,0.7472706,0.8418054,0.7472706,0.7566737,-0.010839337770175568,0.07553859,0.3872060179710388
exact-r1__f267516ee3473fec084aa1cc59888922709abe1d__毒蘑菇__v1526__glasses__ec0ac680__c0.mp4,0.61750865,0.27387416,0.43553588,0.25779888,0.26323208,-0.023921926855569788,0.20877741,0.18215466,0.7750861,0.83121854,0.7720408,0.7734971,-0.007732889927894215,0.06258599,0.1168205738067627,0.0827404335141182,0.2144649,0.6868298,0.7636678,0.6717713,0.67701787,-0.010582784949084049,0.0790906,0.08515549,0.88519144,0.91395885,0.8821516,0.8832502,-0.003966568251372323,0.03007608,0.5003517270088196
base-props__b6bd61a3bd7cb45a64f5f161b4fd05db5645825e__粽子菇__v730__crown__61c95450__c0.mp4,0.0958302,0.92522734,0.9517508,0.89628136,0.90494555,-0.0037530127603545966,0.029081723,0.039990664,0.9599103,0.9743374,0.95316696,0.95780337,-0.0016068233685059882,0.011796059,0.00845569372177124,0.0036612411495298147,0.08375478,0.9287591,0.9550827,0.90839785,0.92160916,-0.003254139140660578,0.024806598,0.034397423,0.9665979,0.97799855,0.96162266,0.96406996,-0.0013832309736093592,0.0099952,0.6611151695251465
base-noprop__2e74efc28325e12fefad6028bd3e1e47f959c336__毒蘑菇__v0__53e5db28__c0.mp4,0.13043588,0.964813,0.9297517,0.85930115,0.86726505,-0.0020225469184958185,0.048983447,0.045494497,0.9830868,0.96751887,0.9440821,0.946518,-0.0005135613350057807,0.017320488,0.019070804119110107,0.008168259635567665,0.069474936,0.9649876,0.95194334,0.9202621,0.92376834,-0.0015679344593771865,0.02535726,0.026981592,0.98370886,0.975687,0.96310574,0.96365,-0.00044815860718136816,0.010198054,0.3869253993034363
exact-r1__4bf0b051761534a857f0e278795a15afb31bef80__毒蘑菇__v485__eyemask__456293b6__c0.mp4,0.59984314,0.36610702,0.56959873,0.36610702,0.37936738,-0.02363215322079866,0.16535358,0.15020823,0.8367942,0.88640875,0.83569026,0.83618903,-0.0058376252533418995,0.041447703,0.07479590177536011,0.041546184569597244,0.3192103,0.6926613,0.738678,0.6494676,0.6707624,-0.008129063566682845,0.06856523,0.08629763,0.9087325,0.927955,0.9024599,0.90590423,-0.0026038723736412383,0.019666966,0.4151999354362488
exact-r1__17267cdbab13c63bd29a987952c0bc6e4a671ac3__蘑菇力__v149__glasses__47690caa__c0.mp4,0.5282457,0.093191266,0.17535838,0.083846495,0.08735282,-0.010902509269978225,0.15926212,0.36077276,0.5027424,0.5970829,0.49624017,0.499502,-0.011825136398609454,0.12206086,0.30744802951812744,0.22667965292930603,0.28487825,0.57958937,0.6761903,0.5698043,0.5839636,-0.011300848642356776,0.091828816,0.17298472,0.77239513,0.82376266,0.7646969,0.7688477,-0.006865548816594205,0.057349782,0.4004119336605072
base-props__b2678863871b99530ba9e74fef126b3d90508f99__粽子菇__v712__flag__594ae7a3__c0.mp4,0.83939666,0.23921026,0.43826666,0.15418494,0.1709146,-0.043406856522376365,0.3515501,0.30224574,0.7737278,0.8230695,0.6946436,0.7083617,-0.01332150776631277,0.11154746,0.13698649406433105,0.07758314907550812,0.47520453,0.592968,0.7006097,0.51837707,0.5357134,-0.022260887349547127,0.18180159,0.17180264,0.87128353,0.9006528,0.8250867,0.8405933,-0.007222102211398114,0.060172234,0.3631247878074646
exact-r2__4b734340dea86eb026518f537642d75cec5d26c7__粽子菇__v480__glasses__09e00568__c0.mp4,0.89917755,0.08412332,0.3087121,0.08184482,0.08234828,-0.04161464601843487,0.3347903,0.74389833,0.23914404,0.4884389,0.2380191,0.2383243,-0.03935204795285648,0.29430735,0.4230220913887024,0.23497973382472992,0.66166115,0.32298657,0.5887207,0.32098314,0.3221018,-0.03320713744686528,0.23013103,0.5094326,0.48900574,0.7234186,0.4807647,0.48493272,-0.027494917185645812,0.19036616,0.18826431035995483
base-noprop__55b63d472e9f15d5bcd1f672b7144ce1726da2f2__爆炸菇（爆炸后）__v0__37f0c1a8__c0.mp4,0.55611765,0.54496795,0.59260195,0.39652956,0.5253633,-0.010037466117987056,0.12896147,0.21958226,0.79973245,0.8316158,0.7559307,0.8014572,-0.0041953251060289996,0.049826648,0.1425139307975769,0.08581850677728653,0.15728873,0.803512,0.84381694,0.79701763,0.81638235,-0.0037620764947220438,0.038833212,0.07951164,0.8996022,0.91743433,0.89844465,0.9044263,-0.0020719628206826123,0.020085145,0.4932737946510315
exact-r1__52e27d0ad2d2890946f1fe6c35b87aaa4541bdc1__吐司菇__v518__coffee__058f0e6c__c0.mp4,0.7653209,0.22683163,0.6227602,0.20688865,0.22702968,-0.04449946399439466,0.334839,0.24480408,0.74589396,0.8742291,0.74098474,0.7464419,-0.013854974284473624,0.10270958,0.12951260805130005,0.057613398879766464,0.29428935,0.68894565,0.8380527,0.6779202,0.6903438,-0.015427654675344234,0.11494945,0.12194276,0.87386405,0.93184257,0.8667691,0.8699496,-0.0067614613785574075,0.049912497,0.34131091833114624
base-props__de80684a473a7265e3fc6883d1373c22b31a0ac7__爆炸菇（爆炸后）__v868__scooter__2f2097c4__c0.mp4,0.22720039,0.96119404,0.83482695,0.7481533,0.76206285,-0.0032906003384722076,0.07438623,0.063511014,0.97791827,0.943591,0.9248115,0.92610896,-0.0008422355995818854,0.020106342,0.023685336112976074,0.0172120351344347,0.14347243,0.96210575,0.88626975,0.83253205,0.842314,-0.001977811512268595,0.04319613,0.041589797,0.98012793,0.96080285,0.9472254,0.9486858,-0.0007607594662504406,0.012861019,0.5440508127212524
base-noprop__ea77208c520ab108b30a7e6f72eddb04638cca12__爆炸菇（爆炸后）__v0__167c3cac__c0.mp4,0.89944017,0.13058022,0.4732377,0.089332916,0.093730345,-0.05154451289077993,0.368984,0.42172694,0.65146685,0.78696966,0.5704905,0.58878493,-0.021937137594807286,0.15608168,0.27384763956069946,0.13279396295547485,0.29088563,0.76996386,0.8261456,0.6978876,0.70316863,-0.01357403244425658,0.096895024,0.15011269,0.88945293,0.9197636,0.8443381,0.85353297,-0.00694509922515736,0.050156776,0.4677289128303528
base-props__929b88500dd26c68400cb2ef5015e7db4f37d194__汉堡菇__v586__coffee__880a1ceb__c0.mp4,0.51293117,0.81416094,0.7779666,0.46409744,0.5151916,-0.005290028547109838,0.16777997,0.12783444,0.92378485,0.92400044,0.85730886,0.8673739,-0.0023788244356750983,0.0412116,0.0753127932548523,0.035675134509801865,0.15664297,0.8945037,0.89878446,0.8223785,0.8441919,-0.0038454782939239818,0.049381103,0.057425678,0.9548759,0.9596755,0.93262166,0.9412718,-0.0014976529853617344,0.01781366,0.5333089232444763
exact-r1__f11cad00ba6f8dcd0db7e9dfcdef26e58638052e__爆炸菇（爆炸前）__v1517__scooter__826b44a1__c0.mp4,0.90727115,0.088904604,0.41968048,0.08286811,0.08728278,-0.05120086013210618,0.36921254,0.71116793,0.28091627,0.64862746,0.28091627,0.28546116,-0.04125525746420909,0.28263697,0.43736928701400757,0.20802095532417297,0.49500936,0.49927342,0.7378871,0.4952557,0.50067145,-0.02758749724612406,0.18756293,0.27796173,0.71828556,0.8566483,0.7151381,0.71904844,-0.015867846344299455,0.10874624,0.3519769012928009
base-noprop__05ac9abf4092d7eda364b995ce814f0c2859bf3c__蘑菇力__v0__cf199693__c0.mp4,0.14266843,0.9101834,0.88428473,0.82994944,0.8576876,-0.001755716419031508,0.030844424,0.04877132,0.94391406,0.9380868,0.92422146,0.92643887,-0.000898955780055692,0.0113265,0.02878016233444214,0.021379882469773293,0.11127609,0.9130124,0.9007414,0.8622501,0.88427895,-0.0013592672560054826,0.021728016,0.035549402,0.96131706,0.9594667,0.9514371,0.95324814,-0.0006053550205683047,0.0075382516,0.6482028961181641
exact-r1__32f237a65638d702e80c66ce6545a75f08d71afa__吐司菇__v340__glasses__49dfb3e2__c0.mp4,0.85042787,0.10968073,0.20843549,0.080862194,0.0860516,-0.021968593202501902,0.20686363,0.57167274,0.40061462,0.5054107,0.38632703,0.39411852,-0.02034118220857953,0.16641976,0.3494126498699188,0.2854565382003784,0.32481682,0.6318331,0.69357663,0.6116259,0.629831,-0.010393998368455497,0.089059226,0.24759018,0.73518085,0.7908672,0.7230846,0.7333409,-0.009608666887396406,0.076070346,0.35753703117370605
base-noprop__85485675b9afc7fa463bca0fd81c644d405acb2e__爆炸菇（爆炸前）__v0__8f198cec__c0.mp4,0.7883137,0.26880848,0.46948484,0.17224115,0.20740654,-0.02586646413379037,0.21476725,0.3589282,0.64331216,0.76550025,0.614886,0.6426145,-0.013024041539595533,0.10427852,0.24015319347381592,0.13374926149845123,0.23027837,0.73027647,0.81692237,0.73027647,0.74716073,-0.007521743713160304,0.059004012,0.1316241,0.8467469,0.89924943,0.8467469,0.8629785,-0.004109332507306865,0.033105448,0.3793441951274872
exact-r1__0399b7e1281139c389c4f871736e53e2fab0d75d__爆炸菇（爆炸后）__v25__eyemask__9d8c5219__c0.mp4,0.55106384,0.36587235,0.54253656,0.309264,0.31704497,-0.026488688859072594,0.18128474,0.18584543,0.77958703,0.84589916,0.7677904,0.77433294,-0.008135628794492948,0.055707518,0.08453369140625,0.05977151542901993,0.34496838,0.6283858,0.7608168,0.5750666,0.6059085,-0.01572377178744365,0.1112881,0.12586778,0.860292,0.90567076,0.8488381,0.85612285,-0.00563294467011931,0.038852125,0.2906001806259155
base-noprop__28a40bdc8031c3ded5a744a31c764d0180862532__爆炸菇（爆炸后）__v0__7ced556b__c0.mp4,0.7854569,0.18702534,0.5266094,0.18599331,0.21864161,-0.0390412775070771,0.2989039,0.34133846,0.63456655,0.7878032,0.63456655,0.6372955,-0.017109530716545494,0.13214502,0.2362823486328125,0.1183452382683754,0.23572272,0.77005327,0.82759625,0.73576665,0.7399709,-0.009689888110745113,0.077190615,0.13568628,0.8708489,0.9061483,0.84915245,0.85422593,-0.005772311873586752,0.045213632,0.5921145677566528
exact-r1__6f6f2d7c0707575b6afdd575fae5abf75eec000d__吐司菇__v706__flag__e18588cd__c0.mp4,0.59658736,0.18001555,0.34096113,0.17958586,0.1804196,-0.026791248396922485,0.19943914,0.47419065,0.44459078,0.5804022,0.4413492,0.4449355,-0.021604134866842647,0.15767042,0.1423727571964264,0.10714435577392578,0.51098216,0.36029327,0.5188383,0.36029327,0.36575127,-0.02380706464113455,0.17250752,0.37718016,0.57338446,0.68754655,0.56819487,0.5738797,-0.017035164027346,0.12338581,0.28492116928100586
base-props__b166561176afda3a52cc9957753e6b2a097c6778__爆炸菇（爆炸前）__v708__glasses__ebc7f03d__c0.mp4,0.3045022,0.73433924,0.72015554,0.5859803,0.6382945,-0.008627331480678367,0.06980001,0.09123242,0.9099538,0.89841306,0.86468816,0.8736876,-0.0026204179633747414,0.02232498,0.07341432571411133,0.05130136385560036,0.10055745,0.8927556,0.8751468,0.84473526,0.8478324,-0.002349656443350876,0.023154853,0.042908907,0.9529493,0.9497144,0.9381025,0.93985337,-0.0011391739246873465,0.00982362,0.6447044610977173
exact-r1__65fa930a2832ed150be2f5f8c6f3014ee7d827a8__爆炸菇（爆炸后）__v648__flag__9e38806b__c0.mp4,0.6733098,0.35138834,0.6101519,0.32013413,0.32706955,-0.03694821802877154,0.25725466,0.21584362,0.7851976,0.85933036,0.7811976,0.7823053,-0.011459515676668051,0.080461785,0.09073913097381592,0.0500812828540802,0.26125038,0.7598369,0.82723516,0.7321936,0.74389243,-0.012086927184003173,0.0864561,0.12897295,0.8719736,0.90941155,0.8680722,0.8691716,-0.006494031239875201,0.04731849,0.34114348888397217
base-noprop__0fdb22578fff87861697db59c5fdafc40b146990__蘑菇力__v0__c4e12003__c0.mp4,0.19053066,0.9770934,0.94390905,0.80077785,0.8684851,0.00042294631362432605,0.052390028,0.066589594,0.9848051,0.97507364,0.92778146,0.94896734,0.00026091668210011357,0.01801065,0.03919517993927002,0.008187741972506046,0.09515387,0.97709334,0.95676184,0.8961546,0.90452695,1.754278957606747e-05,0.02728685,0.02786535,0.9875707,0.98326147,0.96697664,0.97094476,-6.770693030752307e-05,0.0071555497,0.6567107439041138
base-noprop__05dd2b8db67494f0efc8d0fdde03ebfec1ec36bb__毒蘑菇__v0__76d724a6__c0.mp4,0.18204808,0.96846676,0.938698,0.8038088,0.8364633,0.0010702889780753336,0.053473987,0.052422285,0.98061776,0.971651,0.93647945,0.9420761,0.0002313482431554832,0.015907064,0.02749866247177124,0.00843405444175005,0.094074726,0.96846676,0.95188123,0.892146,0.9019524,0.00017925590394514908,0.028047513,0.028239071,0.984395,0.98008513,0.9639781,0.9656787,-7.420666368584284e-05,0.008083197,0.7314035296440125
base-noprop__f4d25ec51527a18f0ee61a4803329a4966535857__爆炸菇（爆炸后）__v0__b7b64ae3__c0.mp4,0.66036946,0.21539086,0.32498485,0.2150318,0.21564801,-0.02176734730012332,0.2072341,0.36556226,0.581009,0.6645221,0.581009,0.585366,-0.013462719474385373,0.10955181,0.22907131910324097,0.17546451091766357,0.25029945,0.6327698,0.70975876,0.6322384,0.63604623,-0.010241880836222959,0.07494525,0.15269065,0.8020687,0.8399866,0.8020687,0.80938584,-0.005050609057599851,0.041951668,0.3364102840423584
base-noprop__0b9d7a9da15b27871886a629df50e17677f0c915__粽子菇__v0__0f454afa__c0.mp4,0.14722621,0.9557663,0.9178744,0.84385777,0.8882023,-0.0008376937492091898,0.030524787,0.03467393,0.9671214,0.9652301,0.9529615,0.95493984,-0.0008326757684526676,0.008380827,0.01256471872329712,0.007879847660660744,0.123667955,0.9557662,0.92328256,0.8677863,0.90315884,-0.0006948076924787678,0.025303112,0.028719306,0.9753958,0.97311,0.9648738,0.96586126,-0.0005692441472894354,0.0064188745,0.5497198104858398
exact-r2__c7ad00b677c45e8f5009f4a0740dfa6c109a6eee__汉堡菇__v1244__glasses__0a8c1553__c0.mp4,0.57870084,0.121012814,0.31774968,0.11263649,0.117714256,-0.025261065602420356,0.22390914,0.452747,0.46238112,0.6447239,0.4439867,0.4559717,-0.022551848011996913,0.16961884,0.2595251798629761,0.18479648232460022,0.3373816,0.5722681,0.72002524,0.54427814,0.54881316,-0.018522926646730185,0.13588408,0.24313086,0.71388495,0.8295204,0.70043373,0.7066554,-0.01356869335231102,0.099733174,0.41301119327545166
exact-r1__4b734340dea86eb026518f537642d75cec5d26c7__粽子菇__v480__glasses__09e00568__c0.mp4,0.8744123,0.10088218,0.19091909,0.07975539,0.08908687,-0.021497421305287985,0.22789143,0.73821706,0.24193648,0.37263718,0.23333491,0.24200505,-0.02554143165705703,0.22229362,0.40449026226997375,0.2671256363391876,0.61757684,0.35857826,0.50594443,0.34247434,0.3502798,-0.02535242867092841,0.18958755,0.4869433,0.50401783,0.6397628,0.49516076,0.5005448,-0.022398480902547424,0.1629289,0.17527957260608673
exact-r2__2542b9c5635f6f39a49c3380e72384f78fd1c0d8__汉堡菇__v238__eyemask__4cce5059__c0.mp4,0.40358245,0.6378236,0.76589495,0.5922849,0.6144021,-0.020349068368376484,0.14291361,0.10307425,0.89989054,0.9332257,0.8940314,0.899955,-0.004473596281213723,0.031021077,0.045111238956451416,0.026966042816638947,0.15010315,0.8465278,0.8865359,0.8457641,0.8519188,-0.005706188235829467,0.043594312,0.05890596,0.9449197,0.96019167,0.9382237,0.94342333,-0.0021278108414924893,0.0148083605,0.1847762167453766
base-noprop__068f87e6d8c098db1a68eaff2a959baa9dd07959__毒蘑菇__v0__6945910b__c0.mp4,0.68593335,0.31694412,0.5585575,0.29222107,0.31363803,-0.03750367079798884,0.28165933,0.31556785,0.71496224,0.81736225,0.66897404,0.6989532,-0.015821071363720518,0.11551636,0.19559013843536377,0.10163776576519012,0.27474463,0.70411247,0.8343535,0.7034098,0.71820927,-0.013794584001005888,0.092679195,0.12944919,0.8613302,0.919,0.8613302,0.86421674,-0.00689242256017541,0.04701164,0.38753682374954224
base-noprop__f64e1c17ba334819ca417f708e64e97d2aba7b05__爆炸菇（爆炸后）__v0__87b92abb__c0.mp4,0.8333218,0.93149686,0.581715,0.14876753,0.16635613,-0.031154610643627168,0.34955978,0.42928636,0.96017444,0.7909849,0.559728,0.5655525,-0.014833247708708861,0.17534952,0.2787677049636841,0.12159212678670883,0.33108294,0.93559283,0.82281095,0.6510064,0.6732885,-0.009866515284941611,0.112501785,0.158292,0.96874595,0.9125769,0.8326666,0.8359078,-0.004916293288879235,0.056806155,0.4448244571685791
exact-r1__3296e3025fe5db65ce1e18e8abd3114afdfdc5da__爆炸菇（爆炸后）__v335__coffee__0714808a__c0.mp4,0.87635124,0.36862928,0.5143572,0.11284916,0.15313569,-0.03782447085903567,0.30301726,0.37679148,0.81491137,0.821228,0.60886395,0.64788157,-0.012515057452582554,0.11874119,0.2440420389175415,0.09631148725748062,0.31695902,0.80850714,0.82265806,0.6722901,0.71305645,-0.010307069058003632,0.089759156,0.14030522,0.8999481,0.91753954,0.852906,0.86665756,-0.005407021038617054,0.044762798,0.28219926357269287
exact-r2__63c6cd5b6ce97c724c348a679627c9f637af97f7__毒蘑菇__v627__scooter__2948a84e__c0.mp4,0.8503698,0.14562742,0.5579982,0.13874164,0.14344762,-0.05041228156728237,0.35171995,0.39743608,0.597965,0.81929374,0.59739786,0.5982462,-0.022356685501313492,0.15555213,0.25182491540908813,0.10392431914806366,0.27610904,0.7143947,0.83714235,0.71300226,0.71763635,-0.014258347657829401,0.09741212,0.14903396,0.84580004,0.92321813,0.84580004,0.8484131,-0.008102282351655927,0.05563032,0.42176705598831177
exact-r2__a9816777eac0a4b87543f0fe4ad36edf6b92ca8e__吐司菇__v1049__crown__a8d4e42e__c0.mp4,0.92759943,0.072922915,0.30029353,0.06477073,0.06693364,-0.043371324416382515,0.34611925,0.6546455,0.3396352,0.5662855,0.3367669,0.33992887,-0.035135175429078444,0.24964409,0.44347083568573,0.2905714511871338,0.3573476,0.6350225,0.76370615,0.6350225,0.64373356,-0.017127187944683663,0.11976679,0.22645247,0.7672994,0.8568569,0.7672994,0.77137333,-0.011759582244360403,0.08045676,0.3845362365245819
