filename,adj_mean,adj_min,marg_drop,marg_end_drop,marg_first,marg_last,marg_lowfrac,marg_max,marg_mean,marg_min,marg_slope,marg_std,oth_mean,own_drop,own_end_drop,own_first,own_gap12,own_last,own_lowfrac,own_max,own_mean,own_min,own_slope,own_std,own_switch,src_drop,src_end_drop,src_first,src_last,src_lowfrac,src_max,src_mean,src_min,src_slope,src_std
exact-r1__48c861a729f66f679642de5c029313df7a318d4d__爆炸菇（爆炸后）__v464__glasses__6d7807e3__c0.mp4,0.9729801416397095,0.8230183720588684,0.028404474,0.00679633,0.039005578,0.032209247,0.15625,0.053093433,0.02762878,0.010601103,-4.274378697281285e-05,0.010271734,0.2510562539100647,0.09051576,0.011413127,0.2918878,0.0057179625146090984,0.28047466,0.125,0.3613745,0.27868503,0.20137203,-0.00028532768034339933,0.034081228,0.1935483870967742,0.15731603,0.110337555,0.9999999,0.8896623,0.125,0.9999999,0.918154,0.84268385,-0.0019426135198811073,0.038971435
exact-r1__f44b249ab205afe2f0029c4e88c48023c974dbc4__蘑菇力__v1540__eyemask__bfca9d9c__c0.mp4,0.9991713166236877,0.9969875812530518,0.0,-0.009581193,-0.020563029,-0.010981835,0.125,-0.010048408,-0.013052913,-0.020563029,0.00010618158033024782,0.0024365962,0.05360807105898857,0.021958116,0.018438667,0.049889706,0.012778609991073608,0.03145104,0.28125,0.050676156,0.040555157,0.02793159,-0.0006919135650226564,0.0072695008,0.0,0.009436488,0.008881509,1.0,0.9911185,0.25,1.0,0.994267,0.9905635,-0.00023331235318586343,0.0024794566
exact-r1__c201cdfec75485fc44ee9bef9bbf95d338e7ceeb__爆炸菇（爆炸前）__v1210__coffee__d6b09413__c0.mp4,0.9668009281158447,0.8278156518936157,0.013151199,-0.00882116,-0.050085425,-0.041264266,0.1875,-0.035513163,-0.04627931,-0.063236624,1.594965288803165e-05,0.006374187,0.3773663341999054,0.12279166,0.08777034,0.3505056,0.0029346221126616,0.26273525,0.15625,0.37868226,0.33108702,0.22771393,-0.002914094011083541,0.036641143,0.22580645161290322,0.33457512,0.30254126,1.0000002,0.697459,0.21875,1.0000002,0.8433155,0.6654251,-0.010032301129571129,0.09686396
base-noprop__c5e43dd5e62f17a4edf36f4eec759833b39bd954__爆炸菇（爆炸前）__v0__dfff2390__c0.mp4,0.9956417679786682,0.9879522919654846,0.0057081953,-0.0088382885,-0.037591465,-0.028753176,0.125,-0.028173283,-0.03465651,-0.04329966,-2.5890271870360505e-05,0.003965049,0.12632951140403748,0.037436403,0.021362916,0.10516543,0.004300703760236502,0.083802514,0.125,0.109455064,0.09167302,0.067729026,-0.00017353643928148978,0.011144207,0.0,0.03291124,0.017075479,1.0,0.9829245,0.09375,1.0,0.98312604,0.96708876,-0.0001562495997224591,0.006906463
exact-r2__29f679c8be6e6b658cdfb3ab8df8254b60f131e5__蘑菇力__v272__flag__86d422b6__c0.mp4,0.9838817119598389,0.943897008895874,0.013084434,-0.004872158,-0.050348997,-0.04547684,0.1875,-0.02452965,-0.04302199,-0.06343343,0.0004942880894256815,0.009579006,0.15455950796604156,0.018343203,-0.042135537,0.096431285,0.0030936349648982286,0.13856682,0.125,0.16087973,0.111537516,0.07808808,0.001448481067840308,0.019274728,0.03225806451612903,0.22159666,0.20826846,0.99999994,0.7917315,0.1875,0.99999994,0.878291,0.7784033,-0.008122089288888402,0.07945478
exact-r2__ed2aed62a6cc33d8917e875c075f9a9da2079de2__汉堡菇__v1487__bubble__d6169561__c0.mp4,0.9816257953643799,0.906676173210144,0.017372131,-0.036200285,-0.00079500675,0.03540528,0.21875,0.041138858,0.017094549,-0.018167138,0.0020373672618369545,0.021008179,0.23821322619915009,0.23547147,0.19059713,0.37050608,0.009770376607775688,0.17990895,0.28125,0.37050608,0.25530776,0.1350346,-0.008716492692440127,0.08734345,0.0,0.53206825,0.42000222,0.9999999,0.57999766,0.28125,0.9999999,0.73614395,0.46793166,-0.020287992345316648,0.19850345
generic__93cc4475cf0b1f25f9c50b862890b75be78a9117__汉堡菇__v590__coffee__8a5d7974__c0.mp4,0.9741081595420837,0.9148290157318115,0.0,-0.02278784,-0.06242594,-0.039638102,0.15625,-0.014815837,-0.04170079,-0.06242594,0.0006264121465581602,0.010814738,0.4996589422225952,0.036876827,-0.034382552,0.44942394,0.0096547557041049,0.4838065,0.15625,0.5115564,0.45795813,0.4125471,0.0007721281602235992,0.02241833,0.0,0.13202745,0.06364071,0.99999994,0.9363592,0.09375,0.99999994,0.9267454,0.8679725,-0.0013133552351480141,0.030655203
base-props__9988ed6b8baec6b7f72e2a2f31784ecde8be7eb5__粽子菇__v623__scooter__fee93b7f__c0.mp4,0.9969384074211121,0.9880163073539734,0.0022938773,-0.0034165941,-0.0107666105,-0.0073500164,0.21875,-0.0039918125,-0.0082696,-0.013060488,8.345181272635515e-05,0.0024342106,0.06469988077878952,0.008856151,0.0020833723,0.055771835,0.005201238207519054,0.053688463,0.03125,0.07374512,0.05643028,0.046915684,-0.00014319150678572935,0.0049739224,0.0,0.028021097,0.016211092,1.0000001,0.983789,0.1875,1.0000001,0.98475015,0.971979,-0.000443414378026352,0.007024292
base-noprop__1cf0944b8af6ac43f6f7e794a0d68118b7de888c__吐司菇__v0__bc7f735e__c0.mp4,0.9989271759986877,0.9913175702095032,0.006138783,0.0037515834,-0.053732276,-0.05748386,0.125,-0.053732276,-0.05687453,-0.05987106,-5.418290192933295e-05,0.0012966048,0.055351197719573975,0.009672457,0.004874737,0.0043856287,0.000366912194294855,-0.00048910826,0.15625,0.0043856287,-0.0015233291,-0.0052868286,-3.4073479478711804e-05,0.002088735,0.2903225806451613,0.0096901655,0.006677687,1.0,0.9933223,0.1875,1.0,0.9945183,0.99030983,-0.0002521634582550102,0.0026477692
exact-r1__b9d03992ce73a0fe5e4ee03adacf38bbabd0be7f__粽子菇__v1158__eyemask__bc8b377f__c0.mp4,0.97776198387146,0.9329673051834106,0.0028366148,-0.026467234,0.0716635,0.09813073,0.09375,0.11935449,0.092887335,0.068826884,0.00012595459403705276,0.014198815,0.46953046321868896,0.12464023,0.06591374,0.5863982,0.024965889751911163,0.52048445,0.28125,0.65850526,0.56241775,0.46175796,-0.004038572792083979,0.05398013,0.0967741935483871,0.26272833,0.23264557,0.9999999,0.7673543,0.3125,0.9999999,0.8437213,0.73727155,-0.008205058648526806,0.08127324
generic__13eda229e23f72de63829ca2a162c20a3b56bf44__吐司菇__v72__bubble__b7a22711__c0.mp4,0.9885771870613098,0.967841625213623,0.011262573,0.0037238672,-0.04987476,-0.053598627,0.15625,-0.035635725,-0.05066614,-0.061137334,-0.0004735803900729013,0.006279875,0.16621580719947815,0.014172964,-0.043546386,0.09745776,0.0038848412223160267,0.14100415,0.1875,0.14741606,0.11554967,0.083284795,0.00017189408059824647,0.016527563,0.06451612903225806,0.11730832,0.10219151,0.9999999,0.8978084,0.09375,0.9999999,0.93056595,0.88269156,-0.002367285831320663,0.02521804
exact-r1__3473624e34e6ca3ec276f7ca9440e71c53e468d5__蘑菇力__v349__scooter__7b69306e__c0.mp4,0.984003484249115,0.910062313079834,0.01357919,0.007848978,-0.020066917,-0.027915895,0.15625,-0.015367389,-0.0254258,-0.033646107,-0.00035173276062410336,0.004519266,0.5532097220420837,0.13415495,0.11850488,0.5849737,0.015731293708086014,0.4664688,0.3125,0.58659977,0.5277839,0.45081875,-0.004929099641631059,0.049735975,0.0,0.2961731,0.28623605,1.0000004,0.7137643,0.34375,1.0000004,0.84497714,0.70382726,-0.011748616919576911,0.1153083
base-noprop__f4d25ec51527a18f0ee61a4803329a4966535857__爆炸菇（爆炸前）__v0__76db88a8__c0.mp4,0.9618575572967529,0.8508850336074829,0.031273186,-0.0056113005,-0.016320229,-0.010708928,0.1875,-0.0054160953,-0.021610755,-0.047593415,8.312076920113564e-05,0.009822689,0.48954761028289795,0.1560123,0.017533243,0.5151093,0.010114708915352821,0.49757606,0.15625,0.51654613,0.46793687,0.359097,-0.0005469270094223894,0.031027315,0.06451612903225806,0.15002692,0.08501214,0.99999994,0.9149878,0.1875,0.99999994,0.9160112,0.849973,-0.002066958269590475,0.042495467
exact-r2__f2e592fdf9ea64c3001a6620ae7f5abcb234e05b__毒蘑菇__v1529__glasses__18a1a004__c0.mp4,0.9265349507331848,0.6999437808990479,0.022963434,-0.076290935,-0.02395758,0.052333355,0.09375,0.052333355,-0.00659589,-0.046921015,0.002131522548469629,0.02776785,0.3851514458656311,0.05407685,-0.27966157,0.27002993,0.004646821413189173,0.5496915,0.125,0.5944254,0.3785556,0.21595308,0.011387962203396383,0.11761082,0.3225806451612903,0.683614,0.64897704,1.0,0.35102296,0.3125,1.0,0.67657423,0.316386,-0.025858909569003337,0.24920082
generic__e9b94ecc359c2f277ccefaf7095c17b14b261bcc__爆炸菇（爆炸前）__v909__coffee__12dbfcb7__c0.mp4,0.9970039129257202,0.9898911714553833,0.008530252,-0.015350424,-0.05745046,-0.042100035,0.21875,-0.041536182,-0.052026927,-0.06598071,0.0008309872881058706,0.008490285,0.03925177454948425,0.00891432,-0.03439012,-0.025494942,0.0023569809272885323,0.008895179,0.1875,0.008895179,-0.012775157,-0.034409262,0.0015801077393153967,0.015597216,0.12903225806451613,0.06979638,0.06916082,1.0000001,0.9308393,0.28125,1.0000001,0.962337,0.93020374,-0.0027582182103762123,0.026204044
base-props__36be73a15cf37206fd7e42ba1a164bb08d4ac477__粽子菇__v192__eyemask__a30556fd__c0.mp4,0.9658282995223999,0.877387285232544,0.016615674,-0.05096951,0.012403339,0.06337285,0.1875,0.06337285,0.040362947,-0.0042123348,0.0014353797462416538,0.019294754,0.3187834620475769,0.03485258,-0.17157215,0.25957185,0.01110025867819786,0.431144,0.28125,0.43817443,0.3591464,0.22471927,0.006939373301380372,0.070837125,0.12903225806451613,0.23093295,0.22033119,1.0,0.7796688,0.0625,1.0,0.8396295,0.76906705,-0.0067440685201599964,0.06924033
exact-r1__6dd3305af84339168c5003d4bf2d991700333485__吐司菇__v699__flag__5a52fed1__c0.mp4,0.9948738217353821,0.9852362275123596,0.044365086,0.03245806,-0.03108181,-0.06353987,0.1875,-0.03108181,-0.054146264,-0.075446896,-0.0012039543891494931,0.013255016,0.19342945516109467,0.121720605,0.09021897,0.20011768,0.009179851040244102,0.10989871,0.09375,0.20011768,0.13928318,0.07839707,-0.0033649732317786365,0.035487138,0.0,0.05966896,0.05215472,1.0000001,0.9478454,0.15625,1.0000001,0.9674154,0.94033116,-0.0018629942449830935,0.01819234
exact-r1__f38c85c9dbbd6fe91ebb9c9d9e17e6640548549d__蘑菇力__v1530__eyemask__64ba8978__c0.mp4,0.9915868639945984,0.961415708065033,0.024710372,0.014705375,-0.019906059,-0.034611434,0.1875,-0.0154186785,-0.03177085,-0.04461643,-0.0006925196023630613,0.009602744,0.2127383053302765,0.1449917,0.1449917,0.21994528,0.007035333663225174,0.07495358,0.3125,0.33158532,0.18096745,0.07495358,-0.005852754357546737,0.07279234,0.06451612903225806,0.10278392,0.10278392,1.0,0.8972161,0.28125,1.0,0.9501811,0.8972161,-0.0031916018892243114,0.034515385
generic__b2678863871b99530ba9e74fef126b3d90508f99__粽子菇__v712__flag__594ae7a3__c0.mp4,0.998928964138031,0.9952351450920105,0.0,-0.0037896708,-0.053185802,-0.04939613,0.1875,-0.04178549,-0.047759987,-0.053185802,7.635269032741932e-05,0.0030447398,0.07370787113904953,0.0019042455,-0.0045544803,0.023911636,0.013292275369167328,0.028466117,0.15625,0.028906511,0.025947887,0.02200739,0.00010173062587708643,0.0017068963,0.0,0.012620211,0.009481192,0.99999994,0.99051875,0.15625,0.99999994,0.99354184,0.9873797,-0.00036481527551526153,0.004004534
base-noprop__54b808c68379bb80df935fac20da98e5db366a47__毒蘑菇__v0__e031863b__c0.mp4,0.999306857585907,0.9985371828079224,0.0,-0.0035088453,-0.018076798,-0.014567953,0.09375,-0.010891914,-0.013331881,-0.018076798,3.748725487951607e-05,0.0014195628,0.04647983983159065,0.0,-0.0010986868,0.030737774,0.005343592260032892,0.03183646,0.125,0.035251163,0.033147953,0.030737774,2.5451687216497234e-05,0.0010689308,0.0,0.009648979,0.008069932,1.0,0.99193007,0.15625,1.0,0.99412477,0.990351,-0.00020856272614943876,0.002148068
generic__9913e00ce076c968bc96c617de2d2d16bf2971d3__毒蘑菇__v622__crown__7885a7b0__c0.mp4,0.989409327507019,0.970915675163269,0.013762355,0.0047580004,-0.03335476,-0.03811276,0.15625,-0.015279472,-0.03202725,-0.047117114,0.00019966218828106145,0.0076403343,0.6331993341445923,0.144889,0.050995946,0.68020976,0.009492222219705582,0.6292138,0.25,0.68020976,0.6011721,0.53532076,-0.00014458550823048366,0.04135736,0.0,0.14877713,0.022934675,1.0000002,0.97706556,0.28125,1.0000002,0.93557525,0.8512231,0.00021725245191556736,0.043657113
exact-r1__6474718652c3298f3ac628f29426024c3a14fa73__炸虾菇__v630__scooter__a8183c89__c0.mp4,0.9984762668609619,0.9937331676483154,9.009987e-05,-0.0125071,-0.0085921325,0.003914967,0.21875,0.0057375804,-5.13508e-07,-0.008682232,0.00040468267066802953,0.0043404647,0.07269413769245148,0.00632393,-0.019896124,0.061210137,0.008097900077700615,0.08110626,0.25,0.0846585,0.07269362,0.054886207,0.0008971002499116843,0.009747754,0.03225806451612903,0.03389162,0.030081093,1.0,0.9699189,0.03125,1.0,0.9795903,0.9661084,-0.0011085672768329552,0.012032927
exact-r2__34495e2b0882ddeaad3237f3947906d32c637b3c__爆炸菇（爆炸后）__v347__coffee__78676887__c0.mp4,0.9899600744247437,0.9630911350250244,0.044488207,-0.0017747805,0.012950964,0.014725745,0.15625,0.023278885,-0.0034364671,-0.031537242,0.0003812994993676884,0.014899561,0.11892829835414886,0.016102448,-0.02050589,0.11252184,0.008471138775348663,0.13302773,0.125,0.14561933,0.11549183,0.096419394,0.0006036067892226504,0.012018387,0.16129032258064516,0.06505716,0.042268455,1.0000001,0.95773166,0.15625,1.0000001,0.9637252,0.93494296,-0.0012994462028801108,0.016179593
exact-r2__795ea87e86ea2b176586612ac5417582a9a6aade__毒蘑菇__v756__flag__8e4f927d__c0.mp4,0.9941233992576599,0.9688034057617188,0.006263934,-0.003661126,-0.039384946,-0.03572382,0.25,-0.030018643,-0.038003065,-0.04564888,-4.7365461593587665e-05,0.0039977985,0.15975956618785858,0.054567568,0.02055794,0.13796693,0.01053800992667675,0.11740899,0.15625,0.17306039,0.12175651,0.08339936,-0.0015750447427444229,0.024467409,0.0,0.044152617,0.029787898,1.0000001,0.9702122,0.1875,1.0000001,0.97568387,0.9558475,-0.0011168286925361604,0.01414365
exact-r1__9105e103aa4a36f27aede759ea75c7879796a8fc__粽子菇__v900__crown__401bb7e3__c0.mp4,0.9565673470497131,0.8388096690177917,0.025572345,0.025572345,0.07255626,0.046983913,0.03125,0.23852932,0.082705416,0.046983913,0.00044096383072239343,0.034627914,0.29290372133255005,0.13622075,0.13622075,0.38173383,0.022639237344264984,0.24551308,0.1875,0.4723243,0.3756091,0.24551308,-0.0011540492477654647,0.059564274,0.12903225806451613,0.33346272,0.08266193,1.0,0.9173381,0.09375,1.0,0.9089991,0.6665373,-0.0026315922392777776,0.06450141
exact-r2__5ce68a5ba0874b66f9821e844283d9113ab37ebd__吐司菇__v584__scooter__5f03dc73__c0.mp4,0.9750808477401733,0.8550118803977966,0.019770183,0.007248737,-0.025489204,-0.03273794,0.1875,-0.013605192,-0.02806999,-0.045259386,-0.0004955242992900426,0.008816817,0.2045661211013794,0.0020154975,-0.33848628,0.048635572,0.012104433961212635,0.38712186,0.0,0.4403204,0.17649615,0.046620075,0.014785582216762419,0.15575884,0.03225806451612903,0.90904284,0.9070209,1.0,0.092979066,0.28125,1.0,0.6849756,0.09095714,-0.03678817778437934,0.38190886
exact-r1__9700a7a9addc20582629c6dd1fdb667f2d2cb24b__毒蘑菇__v938__bubble__ca71b52b__c0.mp4,0.962461531162262,0.8708460927009583,0.0039348304,-0.015161902,-0.028660476,-0.0134985745,0.03125,-0.0010454357,-0.02358988,-0.032595307,0.0004984225799217594,0.007902336,0.3555912375450134,0.17349638,-0.06877658,0.3657244,0.0030381446704268456,0.434501,0.21875,0.45364058,0.3320014,0.19222803,-0.0012555250958088781,0.065369226,0.0967741935483871,0.52839553,0.11925328,1.0000001,0.88074684,0.1875,1.0000001,0.8445269,0.4716046,-0.010306460449685069,0.16894226
exact-r2__d9b45e907f3f46e26cc2c0c367c828a5ba9ab34c__汉堡菇__v1361__flag__17c31c4e__c0.mp4,0.9968082904815674,0.9885412454605103,0.0037857518,-0.0050354674,-0.0026772246,0.0023582429,0.21875,0.0045149475,-0.0016285653,-0.0064629763,0.00014510180574467613,0.002827051,0.05880430340766907,0.008455884,-0.046132185,0.040650837,0.006905725225806236,0.08678302,0.3125,0.08711064,0.05717574,0.032194953,0.0013622379639183244,0.014808327,0.0,0.057423055,0.056688547,0.99999994,0.9433114,0.125,0.99999994,0.96916777,0.9425769,-0.0020256368033696884,0.020710781
base-noprop__3832d04a1cb8b144cb27edf994f26444ef4fd338__毒蘑菇__v0__622f1af8__c0.mp4,0.9977343082427979,0.9933549761772156,0.0018159822,0.00057578087,0.01050058,0.009924799,0.25,0.014440261,0.012136074,0.008684598,-4.47443122442949e-05,0.0015429116,0.047201961278915405,0.00072704256,-0.0030532852,0.05504047,0.007446113508194685,0.058093756,0.25,0.063632935,0.059338037,0.05431343,-0.00011185828467989307,0.003010178,0.0,0.02232951,0.008400023,1.0,0.9916,0.21875,1.0,0.9896477,0.9776705,-0.0002927075077361402,0.0056319423
base-noprop__050d465c02a6aedcb83961a3f85cf51de88d0d3e__毒蘑菇__v0__e268c9f8__c0.mp4,0.9988217353820801,0.9975607395172119,0.0,-0.006478846,-0.03283397,-0.026355125,0.125,-0.020019637,-0.024515096,-0.03283397,3.2286143307286796e-05,0.0030951279,0.042838193476200104,0.0,-0.0065067494,0.012989013,0.005379313603043556,0.019495763,0.1875,0.022188896,0.018323101,0.012989013,0.00012892640664862218,0.0028363483,0.0,0.007622719,0.0056602955,1.0000002,0.99433994,0.03125,1.0000002,0.99452627,0.9923775,-0.00011921739560765046,0.0016520247
exact-r1__3929a8b7e6afe5fd1810927be8a57f7894a5ecbb__粽子菇__v373__flag__30ad4720__c0.mp4,0.9903311133384705,0.9430789351463318,0.015587568,0.010266729,-0.0010509044,-0.011317633,0.125,0.009918168,-0.007855682,-0.016638473,-0.0002802705168287076,0.006106195,0.11465050280094147,0.053409114,0.047392696,0.13908252,0.006844625808298588,0.091689825,0.15625,0.13908252,0.10679482,0.08567341,-0.0014469614798678283,0.015862374,0.2903225806451613,0.14619088,0.13956088,1.0000001,0.86043924,0.3125,1.0000001,0.92568684,0.85380924,-0.005889996449269125,0.05730837
exact-r2__b872a91da124369a0db4f6c8e1f348f11ee5ee45__粽子菇__v1150__eyemask__7cba3ab5__c0.mp4,0.9991523027420044,0.9957268238067627,0.0059293844,0.00047638267,0.02654647,0.026070088,0.1875,0.029906832,0.026413366,0.020617086,-0.00013064466283009316,0.0024250366,0.04900530353188515,0.0191978,0.013530202,0.08433289,0.020135071128606796,0.07080269,0.15625,0.08860029,0.075418666,0.06513509,-0.000546675221857959,0.0058611142,0.0,0.010661781,0.0084728,0.9999999,0.9915271,0.1875,0.9999999,0.99446905,0.9893381,-0.000254960615963504,0.0028278765
base-props__152077a5b2e9ecb98c83d24bd2c2d3c0ce349e29__炸虾菇__v75__crown__25e13e4c__c0.mp4,0.9865063428878784,0.9540443420410156,0.022250444,0.0002632439,-0.010970086,-0.01123333,0.125,-0.0076932907,-0.014985714,-0.03322053,-5.974775436948869e-05,0.004990397,0.3247777223587036,0.053762108,0.02798915,0.28425783,0.003742354456335306,0.25626868,0.1875,0.4022002,0.30979204,0.23049572,-0.003481281006331831,0.046043895,0.3870967741935484,0.120728314,0.015734315,0.9999999,0.98426557,0.21875,0.9999999,0.94576067,0.87927157,0.0015809533249073538,0.033957604
exact-r2__91446ea62cb3f54e6d1bd638f46c2302dc00f82d__爆炸菇（爆炸前）__v903__flag__50b4ea47__c0.mp4,0.9916748404502869,0.98038250207901,0.0,-0.019998267,-0.043080345,-0.023082078,0.1875,-0.011473119,-0.024955306,-0.043080345,0.000659172741363037,0.008702273,0.14012491703033447,0.008779958,0.005745366,0.111025944,0.013371177017688751,0.10528058,0.1875,0.13286704,0.115169615,0.10224599,-2.0673551768760988e-05,0.007114157,0.0,0.07803613,0.06475413,1.0,0.9352459,0.03125,1.0,0.95627046,0.9219639,-0.002512490469689216,0.026324563
exact-r1__63906d5df56c7aab4ab721f0d0f9233c71af9c5f__爆炸菇（爆炸后）__v626__scooter__3e4bbfb7__c0.mp4,0.9903457164764404,0.958512544631958,0.009162195,0.00023842603,0.038412407,0.03817398,0.21875,0.04516588,0.036109336,0.029250212,0.00012624638135984713,0.004549876,0.06954217702150345,0.054527134,0.036729455,0.14275248,0.0030212935525923967,0.10602303,0.25,0.14275248,0.10565151,0.08822535,-0.0006012610853526748,0.012315122,0.3870967741935484,0.079616904,0.0400154,1.0000001,0.9599847,0.1875,1.0000001,0.95986134,0.9203832,-0.001061025580877405,0.02076471
exact-r1__b4dda76fcb4d5ce0a269d5bda4ab6bd412c2999d__炸虾菇__v1117__bubble__ce8000e2__c0.mp4,0.9825356006622314,0.8897547721862793,0.0029325038,-0.012055337,-0.02898258,-0.016927242,0.1875,-0.013246,-0.023455648,-0.031915084,0.00045293828477957314,0.005396969,0.19901499152183533,0.049740955,0.009288147,0.17774954,0.010966792702674866,0.1684614,0.21875,0.24252927,0.17555936,0.12800859,-0.0018745659962514907,0.032181654,0.0,0.40681112,0.40681112,1.0,0.5931889,0.1875,1.0,0.84217465,0.5931889,-0.014768105022106686,0.14542545
base-noprop__cf4cabe622b3f02cfc5256b5fcd31ea8829ff9ce__粽子菇__v0__e96afd9a__c0.mp4,0.9841363430023193,0.9615498185157776,0.05203128,0.008558512,0.038658977,0.030100465,0.21875,0.050747693,0.019632533,-0.013372302,-0.00018068416115125892,0.020500407,0.36744409799575806,0.10819551,0.01620537,0.41674256,0.013809415511786938,0.4005372,0.15625,0.4586572,0.38707662,0.30854705,-0.0015952813212385514,0.03321158,0.0,0.10618651,0.03049004,1.0,0.96950996,0.15625,1.0,0.94623494,0.8938135,-0.001055286295952315,0.026922168
base-props__db8515de9bb0464fda393bf87d44ee920714f2f6__毒蘑菇__v851__coffee__ff0eaf80__c0.mp4,0.9950254559516907,0.9837566018104553,0.015936092,0.00354819,-0.056598052,-0.060146242,0.15625,-0.05441861,-0.06077578,-0.072534144,4.242204096921933e-05,0.0042062392,0.22682425379753113,0.019935146,-0.049427897,0.14501643,0.001453446689993143,0.19444433,0.15625,0.21732432,0.16604847,0.12508129,0.0008057523109128094,0.029245997,0.2903225806451613,0.036127687,0.03171289,1.0000001,0.9682872,0.25,1.0000001,0.9787673,0.96387243,-0.0007464922309096271,0.010498834
generic__948cf55caa00a45bfcc117ea6e39a73bdfffbf47__汉堡菇__v596__glasses__24eda22f__c0.mp4,0.9857722520828247,0.9010554552078247,0.048160166,0.021934837,-0.021159232,-0.04309407,0.09375,0.011874437,-0.027092919,-0.0693194,-0.0014384332279568195,0.021971349,0.3818355202674866,0.01847288,0.009712487,0.33606493,0.009475287050008774,0.32635245,0.03125,0.42122865,0.35474265,0.31759205,-0.001574674861565699,0.034844488,0.0,0.19948316,0.063414454,1.0000001,0.93658566,0.15625,1.0000001,0.93184984,0.80051696,-0.0014138209832902941,0.050516084
base-props__ba3abbfec8cf023cadbbc300cee7b52e6fbf4c0a__粽子菇__v739__crown__1c99a3d6__c0.mp4,0.9959074258804321,0.9926080703735352,0.0021673888,-0.002686724,0.009941056,0.01262778,0.1875,0.019973934,0.013906737,0.0077736676,7.424915968672647e-05,0.0036677318,0.24096089601516724,0.004143879,-0.010964736,0.2438987,0.0028279810212552547,0.25486344,0.125,0.27844703,0.2548676,0.23975483,0.00016340314850342864,0.009398953,0.22580645161290322,0.017897606,0.01423651,1.0000001,0.9857636,0.0625,1.0000001,0.98815197,0.9821025,-0.00022929173804095662,0.0038832712
base-noprop__5cd87e0e73b2c6ed3b794bb426544d934c63d371__汉堡菇__v0__64ad9a5e__c0.mp4,0.995022714138031,0.9862192273139954,0.0008930564,-0.0030218065,0.051172495,0.0541943,0.09375,0.071311355,0.058763023,0.05027944,1.802333682513469e-05,0.0059618847,0.5101208686828613,0.008678138,0.008678138,0.55899143,0.03231766074895859,0.5503133,0.1875,0.5858175,0.5688839,0.5503133,-0.000492936672091116,0.009513783,0.0,0.033646762,0.0064648986,0.99999994,0.99353504,0.1875,0.99999994,0.98509073,0.9663532,-0.00016686740902159764,0.01003354
base-noprop__682f7d8fb59392161e4d92c0884afcd19b380053__炸虾菇__v0__e8b22ffd__c0.mp4,0.9802197813987732,0.9342378973960876,0.020528734,-0.0022556186,-0.004950881,-0.0026952624,0.15625,0.018297434,-0.0017718878,-0.025479615,0.0005587554725209286,0.011208473,0.622312605381012,0.07387167,0.0596205,0.6485038,0.010638972744345665,0.5888833,0.25,0.67031544,0.62054074,0.5746321,-0.001480826490785349,0.023254259,0.1935483870967742,0.111985564,0.108218074,1.0,0.8917819,0.21875,1.0,0.9471909,0.88801444,-0.003302072925913699,0.033094622
exact-r1__24e0c0d7674fed7268d1287a7bec816936c45c1e__炸虾菇__v232__eyemask__68535f4b__c0.mp4,0.9967043399810791,0.9924298524856567,0.009630915,0.002983924,-0.0183311,-0.021315023,0.21875,-0.0125059225,-0.017576767,-0.027962014,-0.00035474349777391765,0.004658973,0.06526080518960953,0.009722296,-0.0016135536,0.049333114,0.0013661872362717986,0.050946668,0.21875,0.059258603,0.047684036,0.039610818,-0.0002226666465423488,0.0046231532,0.12903225806451613,0.042165518,0.037685513,1.0000001,0.9623146,0.15625,1.0000001,0.9792533,0.9578346,-0.0011521690030776013,0.011250259
exact-r2__c62ad43dbd93c19b400a64a74e75a09af8e0c782__汉堡菇__v1238__glasses__e995fbb2__c0.mp4,0.9774752855300903,0.9129672646522522,0.009834856,0.0064996183,0.04242915,0.03592953,0.03125,0.07653099,0.04731613,0.032594293,-0.0005071368341571761,0.013408925,0.4391709268093109,0.054388523,0.04371667,0.51487637,0.030774150043725967,0.4711597,0.09375,0.51911086,0.48648706,0.46048784,-0.0016283389464938202,0.018899478,0.0,0.14809144,0.080366015,1.0,0.919634,0.125,1.0,0.93054265,0.85190856,-0.0026096330076193597,0.03835859
generic__354f3e4b6107ffa5548e933c67773e98971848fa__蘑菇力__v186__flag__4fbe881f__c0.mp4,0.9894749522209167,0.969199001789093,0.031455338,0.018094659,-0.041913807,-0.060008466,0.125,-0.038361013,-0.057995062,-0.073369145,-0.0006109672513875109,0.009710532,0.5898063778877258,0.09478676,-0.011484444,0.55719876,0.018597107380628586,0.5686832,0.1875,0.5800775,0.5318113,0.462412,1.6779985683067936e-05,0.0360565,0.0,0.06068325,0.035951912,1.0,0.9640481,0.15625,1.0,0.9681885,0.93931675,-0.0007082501486424172,0.016244864
base-noprop__4d17fcfde00cb2ae6b544f6fb2233f9c5e1c98bb__吐司菇__v0__50503f43__c0.mp4,0.9981883764266968,0.9903442859649658,0.013086766,0.002159208,-0.07758519,-0.0797444,0.28125,-0.075651556,-0.08248088,-0.09067196,-1.0114736702087995e-05,0.0048099407,0.4388192594051361,0.022575945,0.010772973,0.356923,0.015402138233184814,0.34615004,0.1875,0.37564045,0.35633835,0.33434707,-0.0007249326322260425,0.01151956,0.0,0.013822556,0.008135855,1.0,0.99186414,0.21875,1.0,0.99117863,0.98617744,-0.0001679552047133584,0.0038476544
