filename,adj_mean,adj_min,marg_drop,marg_end_drop,marg_first,marg_last,marg_lowfrac,marg_max,marg_mean,marg_min,marg_slope,marg_std,oth_mean,own_drop,own_end_drop,own_first,own_gap12,own_last,own_lowfrac,own_max,own_mean,own_min,own_slope,own_std,own_switch,src_drop,src_end_drop,src_first,src_last,src_lowfrac,src_max,src_mean,src_min,src_slope,src_std
exact-r2__017c59f65cabc241c9ef5990259d488a7becfff0__爆炸菇（爆炸后）__v12__eyemask__d50d6fe5__c0.mp4,0.9776129126548767,0.915498673915863,0.045878768,0.020827532,0.030732006,0.009904474,0.21875,0.036628723,0.013822544,-0.015146762,-0.0010307371681911146,0.014373231,0.43187838792800903,0.10545394,0.084058225,0.49679497,0.012446130625903606,0.41273674,0.21875,0.49679497,0.44570094,0.39134103,-0.002542143889711036,0.031416167,0.12903225806451613,0.17537898,0.107393265,1.0,0.89260674,0.125,1.0,0.9192724,0.824621,-0.004140638066264525,0.04856604
base-noprop__f4d25ec51527a18f0ee61a4803329a4966535857__粽子菇__v0__dbb2c007__c0.mp4,0.9594322443008423,0.888081431388855,0.027688086,0.023284972,0.15298975,0.12970477,0.125,0.17302188,0.14700322,0.12530166,0.00014542697592914616,0.011390829,0.3625280261039734,0.08632594,-0.0046830177,0.5347304,0.03613072633743286,0.5394134,0.15625,0.5648953,0.50953126,0.44840443,5.5234109070659575e-05,0.030789701,0.0,0.1445725,0.12599087,1.0,0.87400913,0.15625,1.0,0.90450215,0.8554275,-0.0019087787182274865,0.032507177
base-noprop__85485675b9afc7fa463bca0fd81c644d405acb2e__粽子菇__v0__51b32eee__c0.mp4,0.9771077036857605,0.9193084239959717,0.09199917,0.06737769,0.1721986,0.10482091,0.15625,0.1721986,0.12989436,0.08019942,-0.0019093487750400158,0.023047892,0.5728639364242554,0.056863546,-0.0010857582,0.67887986,0.013613898307085037,0.6799656,0.09375,0.7502481,0.70275825,0.6220163,0.0003794246842085217,0.027893117,0.25806451612903225,0.16769022,0.065966785,1.0,0.9340332,0.25,1.0,0.91786706,0.8323098,-0.0043840028695172,0.048060495
exact-r1__d1374c7b3666b2856a0808eca3479085172abdaf__蘑菇力__v1297__bubble__7fc52dc4__c0.mp4,0.9973576664924622,0.9946087002754211,0.015944231,0.0024600886,-0.04171138,-0.044171467,0.15625,-0.03743948,-0.046401046,-0.05765561,-0.0002967981967113684,0.0048404736,0.020191464573144913,0.008043932,-0.0045569036,-0.02557853,0.010171283036470413,-0.021021627,0.15625,-0.014743256,-0.02620958,-0.033622462,0.00029843509906651573,0.0049035135,0.0,0.024824083,0.023896098,1.0000002,0.97610414,0.21875,1.0000002,0.9865042,0.97517616,-0.0008307729036577012,0.007927592
exact-r1__51aaa255d1e150f9f845eb0dc6f5cf9ee644d4c2__吐司菇__v515__coffee__49cf7efc__c0.mp4,0.9984652996063232,0.9948513507843018,0.0034698322,0.0012043379,-0.020113572,-0.02131791,0.15625,-0.015402533,-0.019491687,-0.023583405,2.320769688119947e-05,0.001988752,0.0536707267165184,0.0058118105,0.00039929152,0.036190398,0.012109814211726189,0.035791107,0.15625,0.036395192,0.034179043,0.030378588,3.6373812994781284e-05,0.0016274956,0.0,0.012520313,0.010061622,1.0000001,0.9899385,0.09375,1.0000001,0.99242425,0.9874798,-0.000336222011934594,0.003426164
base-noprop__c3ad0151cf012ab92fe134a98d4a74d428a02c98__爆炸菇（爆炸前）__v0__f33b086c__c0.mp4,0.9908120632171631,0.9758603572845459,0.040023,0.009582996,0.024469495,0.014886498,0.15625,0.03326595,0.014920676,-0.015553504,-0.00051080725016482,0.011892981,0.5242642164230347,0.07643047,0.012586653,0.5663978,0.01232165191322565,0.55381113,0.1875,0.5864624,0.5391849,0.48996732,-0.0010222713640533159,0.028536627,0.0,0.069864035,0.053442538,1.0,0.94655746,0.15625,1.0,0.95865273,0.93013597,-0.00198324806878992,0.022742782
base-noprop__56bc114155a57e47100a6759d7b78d0befdb0a1f__吐司菇__v0__31af3246__c0.mp4,0.9961124062538147,0.9883512854576111,0.0018864125,-0.003996432,-0.075513095,-0.07151666,0.21875,-0.0566743,-0.06701133,-0.07739951,0.0002274034255323508,0.0060749818,0.3001493513584137,0.04643397,0.024841309,0.2556133,0.01689499244093895,0.23077199,0.1875,0.25977474,0.23313802,0.20917933,-0.00033849424783609464,0.012514066,0.0,0.045773745,0.021522403,1.0,0.9784776,0.125,1.0,0.97511005,0.95422626,-0.0006247032488371001,0.0126518905
base-noprop__1df7005fbb426ec84155f9de604e394437faec56__毒蘑菇__v0__a7cf07d3__c0.mp4,0.9991015791893005,0.9977248311042786,0.010455102,-0.002462551,-0.10215524,-0.09969269,0.15625,-0.09352288,-0.10189046,-0.11261034,0.0002758795234355552,0.004833844,0.1734093725681305,0.006852746,0.0027059764,0.073773175,0.0025389245711266994,0.0710672,0.15625,0.07811223,0.07151891,0.06692043,-5.162288393835971e-05,0.0033179345,0.06451612903225806,0.010717988,0.004398346,1.0,0.99560165,0.25,1.0,0.99384105,0.989282,-0.0001817896984014892,0.0030852046
base-noprop__ea77208c520ab108b30a7e6f72eddb04638cca12__汉堡菇__v0__cbef9c99__c0.mp4,0.9921220541000366,0.9718143939971924,0.01763469,0.010001808,0.025541365,0.015539557,0.125,0.034172,0.021434002,0.007906675,-0.0001127817435872862,0.006229459,0.384796142578125,0.04878831,0.041479796,0.4335239,0.05393730849027634,0.3920441,0.28125,0.4335239,0.4062301,0.38473558,-0.0011490074934060897,0.012961141,0.0,0.05726117,0.011241496,1.0,0.9887585,0.125,1.0,0.98193824,0.94273883,-0.0007400197848196694,0.014321927
exact-r1__162906640246ef44f99db4ad49276c513665eb1e__蘑菇力__v142__glasses__889682a9__c0.mp4,0.9987651109695435,0.996436357498169,0.00010776892,-0.005462222,-0.040253848,-0.034791626,0.1875,-0.032633945,-0.03642336,-0.040361617,0.00020146789916864632,0.0023308478,0.04190824553370476,0.0023092506,-0.008733907,0.0011567911,0.016440847888588905,0.009890698,0.21875,0.0126380995,0.0054848837,-0.0011524595,0.0004383048990535169,0.004625977,0.0,0.01582843,0.014457583,0.9999999,0.9855423,0.40625,0.9999999,0.9913391,0.98417145,-0.000546673558586823,0.00535391
base-noprop__e17297a1dbbf07dbe3fecb987321a5713158816b__爆炸菇（爆炸前）__v0__a239dfdd__c0.mp4,0.9937195181846619,0.9772962331771851,0.009193093,-0.006945342,-0.060119748,-0.053174406,0.125,-0.048915297,-0.056663465,-0.06931284,-9.27531736688771e-07,0.005151951,0.44749802350997925,0.037753224,0.0057480633,0.39509857,0.0030777789652347565,0.3893505,0.09375,0.41522545,0.39083457,0.35734534,-0.0005867822734841053,0.010853247,0.06451612903225806,0.039641917,0.010001898,1.0000001,0.9899982,0.3125,1.0000001,0.98049676,0.9603582,-4.216401545530131e-05,0.011646984
base-noprop__58a25304d5897daa19607fb3b5ce8c1f9d1c340f__蘑菇力__v0__8676ccda__c0.mp4,0.9989972114562988,0.9965419769287109,5.2317977e-05,-0.0008277446,0.005317539,0.0061452836,0.15625,0.00976184,0.0070034596,0.005265221,1.021347055075129e-05,0.0012371546,0.14425259828567505,0.0,-0.008628309,0.14221023,0.003045417368412018,0.15083854,0.15625,0.16382194,0.15125607,0.14221023,0.00017592761545412181,0.0056178686,0.0,0.006106019,0.0044799447,1.0,0.99552006,0.125,1.0,0.99622536,0.993894,-0.0001279609796762904,0.0016035158
generic__5fcaed1021788750740eaf4cb963c907ca733dc2__爆炸菇（爆炸前）__v363__flag__f28a34da__c0.mp4,0.9902853965759277,0.9725124835968018,0.0088275075,0.0032924712,-0.023581624,-0.026874095,0.125,-0.017210215,-0.024146125,-0.03240913,-8.688998733622684e-05,0.0035541635,0.3349997401237488,0.06074807,-0.0051701367,0.33344358,0.0032865991815924644,0.33861372,0.21875,0.35333425,0.31085363,0.2726955,0.0003323054864259823,0.022896107,0.16129032258064516,0.061639607,0.012507319,1.0000001,0.9874928,0.1875,1.0000001,0.96652424,0.9383605,-0.0005944328289751951,0.020859329
exact-r2__256b55303d2ece49031dba768c8d8f85b8dabced__炸虾菇__v240__eyemask__ac4ffce8__c0.mp4,0.9524483680725098,0.8306602835655212,0.019822076,-0.07169212,-0.05079592,0.020896196,0.28125,0.031870633,-0.012723732,-0.070617996,0.0036350458258178468,0.037839998,0.2521307170391083,0.012329984,-0.3175099,0.06857674,0.04622122645378113,0.38608664,0.21875,0.3991226,0.23940697,0.056246754,0.012624785651608515,0.12127969,0.16129032258064516,0.6104335,0.6104335,0.9999999,0.38956636,0.0,0.9999999,0.576864,0.38956636,-0.020829119678597626,0.21381742
exact-r1__64f7ba46c3c16764be8347709ee03ebee90d68c2__炸虾菇__v639__scooter__ac6b2584__c0.mp4,0.9847918152809143,0.95046067237854,0.008434311,0.004298225,-0.015712216,-0.020010442,0.0625,0.011166766,-0.013449978,-0.024146527,-8.59920394298273e-05,0.007749876,0.26319751143455505,0.021227255,-0.0029904395,0.24843694,0.009686458855867386,0.25142738,0.15625,0.2692269,0.24974753,0.22720969,-6.969805937969468e-05,0.010771623,0.1935483870967742,0.102921486,0.059902787,1.0,0.9400972,0.15625,1.0,0.95082545,0.8970785,-0.002376832701593532,0.026943414
exact-r1__62671de5d59372c360feb3d41db56086df4cc5db__毒蘑菇__v619__scooter__25ffefbe__c0.mp4,0.9865295886993408,0.9544114470481873,0.009621367,-0.006826006,-0.005418472,0.0014075339,0.1875,0.016703866,0.00018885068,-0.015039839,0.000701819013263429,0.009280977,0.0920097678899765,0.0030236058,-0.076186754,0.04096078,0.01122457068413496,0.117147535,0.28125,0.15744638,0.09219862,0.037937175,0.002856800650844565,0.036042612,0.1935483870967742,0.112451255,0.09797579,1.0,0.9020242,0.0625,1.0,0.9410529,0.88754874,-0.003733971022353457,0.039619505
exact-r1__48172f0dfe98550b41a163b5c11c78aa0d297fd9__爆炸菇（爆炸后）__v459__glasses__56625650__c0.mp4,0.9799863696098328,0.9063414931297302,0.007107049,-0.034626424,-0.01693514,0.017691284,0.1875,0.019897401,-0.0029395223,-0.02404219,0.0012993958732249787,0.014218616,0.362663209438324,0.15021345,0.1443218,0.43304884,0.013801749795675278,0.28872705,0.25,0.46133912,0.35972363,0.2828354,-0.004629047003047548,0.054060586,0.16129032258064516,0.13163573,0.1255548,1.0,0.8744452,0.28125,1.0,0.92967933,0.8683643,-0.004272984007586455,0.04171606
exact-r1__f267516ee3473fec084aa1cc59888922709abe1d__毒蘑菇__v1526__glasses__ec0ac680__c0.mp4,0.9881166219711304,0.9676673412322998,0.012565345,0.0115020275,-0.03148836,-0.042990386,0.15625,-0.028023362,-0.03581863,-0.044053704,-0.00015771048159893042,0.003881966,0.3587969243526459,0.017810106,0.00971663,0.31137842,0.013716978020966053,0.3016618,0.15625,0.38366953,0.32297832,0.2935683,-0.0010236323841156408,0.024092266,0.0,0.091484785,0.072739124,0.9999999,0.92726076,0.25,0.9999999,0.9517082,0.9085151,-0.0028133959757966737,0.029638456
base-props__b6bd61a3bd7cb45a64f5f161b4fd05db5645825e__粽子菇__v730__crown__61c95450__c0.mp4,0.997810423374176,0.9942920207977295,0.01563919,0.006297704,-0.04833043,-0.054628134,0.25,-0.04833043,-0.05606631,-0.06396962,-0.0002824952163599728,0.0038635028,0.05715283751487732,0.011817318,-0.0013046116,0.007083066,0.007264694198966026,0.008387677,0.125,0.008413183,0.0010865299,-0.0047342526,0.000140609375239231,0.003191105,0.0,0.017650425,0.016033232,1.0000001,0.9839669,0.25,1.0000001,0.9901984,0.9823497,-0.0005132144104000767,0.004921968
base-noprop__2e74efc28325e12fefad6028bd3e1e47f959c336__毒蘑菇__v0__53e5db28__c0.mp4,0.9915158748626709,0.9571912288665771,0.0046979785,0.0027019083,-0.06555733,-0.06825924,0.1875,-0.028583944,-0.05109764,-0.07025531,1.615925509034576e-05,0.015091934,0.40299636125564575,0.040909946,0.01857239,0.35830814,0.009836641140282154,0.33973575,0.09375,0.4003384,0.35189873,0.3173982,-0.0003104863245903086,0.015048617,0.0,0.08052081,0.009937525,1.0,0.9900625,0.3125,1.0,0.97240996,0.9194792,-0.0007327519073164523,0.024820058
exact-r1__4bf0b051761534a857f0e278795a15afb31bef80__毒蘑菇__v485__eyemask__456293b6__c0.mp4,0.9832474589347839,0.9433399438858032,0.023258388,-0.019225955,-0.0519211,-0.032695144,0.15625,-0.025071144,-0.044879075,-0.07517949,0.000942376398555168,0.013571889,0.3034602701663971,0.008376166,-0.042485535,0.23255605,0.04201049730181694,0.27504158,0.125,0.29174292,0.25858116,0.22417988,0.0014627777624471163,0.016533835,0.0,0.16897035,0.14338398,1.0,0.856616,0.21875,1.0,0.8997468,0.83102965,-0.004021951551835884,0.042789068
exact-r1__17267cdbab13c63bd29a987952c0bc6e4a671ac3__蘑菇力__v149__glasses__47690caa__c0.mp4,0.966650128364563,0.8897174596786499,0.02694279,-0.0032740831,-0.035305202,-0.03203112,0.15625,0.007971466,-0.03157657,-0.06224799,-0.0003027745530752151,0.0146006355,0.43118128180503845,0.051276177,0.016155183,0.39767653,0.006113696843385696,0.38152134,0.15625,0.47712085,0.39960474,0.34640035,-0.00037997932094107413,0.028892158,0.16129032258064516,0.17717254,0.13580763,1.0,0.86419237,0.03125,1.0,0.89958584,0.82282746,-0.0038514652800175236,0.046846062
base-props__b2678863871b99530ba9e74fef126b3d90508f99__粽子菇__v712__flag__594ae7a3__c0.mp4,0.9973801374435425,0.9835255742073059,0.002514761,-0.002889555,-0.04920462,-0.046315067,0.1875,-0.040059812,-0.046991833,-0.051719382,0.00016957701148350476,0.0029176164,0.08976370096206665,0.0026155114,-0.010642868,0.032983568,0.005158194340765476,0.043626435,0.3125,0.05850798,0.042771876,0.030368056,0.0007069060507932371,0.008865609,0.06451612903225806,0.027150333,0.016223133,0.99999994,0.9837768,0.125,0.99999994,0.9864552,0.9728496,-0.0007529991878267399,0.008852025
exact-r2__4b734340dea86eb026518f537642d75cec5d26c7__粽子菇__v480__glasses__09e00568__c0.mp4,0.948877215385437,0.41949576139450073,0.0,-0.19268051,-0.05574289,0.13693762,0.125,0.14089769,0.02819113,-0.05574289,0.007202468457416003,0.07432683,0.4432734549045563,0.0055549145,-0.4175253,0.30177426,0.029251961037516594,0.71929955,0.0,0.73598796,0.47146457,0.29621935,0.016232741379405745,0.17611104,0.03225806451612903,0.6376606,0.63119435,1.0,0.36880568,0.3125,1.0,0.7327972,0.3623394,-0.025127858043678324,0.2539555
base-noprop__55b63d472e9f15d5bcd1f672b7144ce1726da2f2__爆炸菇（爆炸后）__v0__37f0c1a8__c0.mp4,0.99286949634552,0.9791881442070007,0.0052217096,-0.0073495954,-0.0058682263,0.0014813691,0.1875,0.022062734,0.0022839415,-0.011089936,-5.2817736662203195e-05,0.009171716,0.15969735383987427,0.023475885,-0.010164589,0.1649979,0.029123671352863312,0.1751625,0.21875,0.19520292,0.16198128,0.14152202,0.00026026704345892825,0.013108477,0.0,0.051197708,0.04234034,1.0,0.95765966,0.03125,1.0,0.96639425,0.9488023,-0.0008180431278744492,0.010760197
exact-r1__52e27d0ad2d2890946f1fe6c35b87aaa4541bdc1__吐司菇__v518__coffee__058f0e6c__c0.mp4,0.9756557941436768,0.8888710141181946,0.022751957,-0.019519657,-0.040498853,-0.020979196,0.03125,-0.008552551,-0.03339865,-0.06325081,0.000928652120475544,0.012653201,0.427517294883728,0.03058657,-0.10414916,0.36415273,0.005998535081744194,0.4683019,0.15625,0.47713685,0.3941186,0.33356616,0.004306311383187959,0.047774695,0.06451612903225806,0.16573143,0.12885904,1.0,0.87114096,0.375,1.0,0.93498796,0.83426857,-0.005995832940787486,0.06205125
base-props__de80684a473a7265e3fc6883d1373c22b31a0ac7__爆炸菇（爆炸后）__v868__scooter__2f2097c4__c0.mp4,0.9964842200279236,0.9856458902359009,0.010321081,0.00987488,-0.020002395,-0.029877275,0.21875,-0.015838578,-0.024649423,-0.030323476,-0.00018342462152548596,0.0036008323,0.1783933937549591,0.071889035,0.02780211,0.19181925,0.004061868414282799,0.16401714,0.15625,0.19744217,0.15374397,0.119930215,-0.0008126624007750245,0.020468848,0.0,0.04912865,0.009462357,1.0000001,0.99053776,0.15625,1.0000001,0.97059375,0.95087147,-0.0006308394902087836,0.01434222
base-noprop__ea77208c520ab108b30a7e6f72eddb04638cca12__爆炸菇（爆炸后）__v0__167c3cac__c0.mp4,0.99191814661026,0.9632622599601746,0.02049002,-0.051758587,-0.22978368,-0.1780251,0.125,-0.16964085,-0.21541399,-0.2502737,0.0012867984845360296,0.023322256,0.3966224193572998,0.01500316,-0.067312986,0.15800843,0.010450415313243866,0.22532141,0.28125,0.22874895,0.18120842,0.14300527,0.0022962778762988033,0.026803052,0.0,0.07722342,0.046037912,0.9999999,0.95396197,0.15625,0.9999999,0.9735887,0.92277646,-0.0022695914588191112,0.023768365
base-props__929b88500dd26c68400cb2ef5015e7db4f37d194__汉堡菇__v586__coffee__880a1ceb__c0.mp4,0.9868208765983582,0.9399234056472778,0.024597943,0.017659158,-0.0060203373,-0.023679495,0.21875,-9.7960234e-05,-0.013900495,-0.03061828,-0.0005022695129655324,0.008765364,0.3928840458393097,0.058202893,0.0036715567,0.39450005,0.012741748243570328,0.3908285,0.21875,0.41662773,0.37898353,0.33629715,0.0006138898508727116,0.021010168,0.0,0.07307851,0.028401256,1.0000001,0.97159886,0.15625,1.0000001,0.97046685,0.9269216,-0.000754267567238817,0.018765029
exact-r1__f11cad00ba6f8dcd0db7e9dfcdef26e58638052e__爆炸菇（爆炸前）__v1517__scooter__826b44a1__c0.mp4,0.9688100218772888,0.9030182957649231,0.0068511665,-0.03386846,-0.05182436,-0.0179559,0.09375,-0.008525848,-0.04257515,-0.058675528,0.0011586382864944378,0.014484917,0.4409150183200836,0.020573646,-0.06772107,0.36092207,0.007480701431632042,0.42864314,0.25,0.4616192,0.39833987,0.34034842,0.0007437358875253806,0.030111596,0.06451612903225806,0.49120635,0.4465462,1.0000001,0.5534539,0.3125,1.0000001,0.8238424,0.5087938,-0.019062951283633164,0.1956013
base-noprop__05ac9abf4092d7eda364b995ce814f0c2859bf3c__蘑菇力__v0__cf199693__c0.mp4,0.9957448840141296,0.987191915512085,0.0043016076,0.0014261752,-0.038464993,-0.03989117,0.125,-0.03122136,-0.03781406,-0.0427666,-0.0001669136228318446,0.003044657,0.28025567531585693,0.0029609501,-0.030384079,0.21558473,0.0007220818661153316,0.2459688,0.1875,0.25970283,0.24244162,0.21262378,-0.00018685387824374382,0.014006136,0.3548387096774194,0.036876142,0.018347144,1.0,0.98165286,0.15625,1.0,0.978529,0.96312386,-6.638118816958504e-05,0.0077084135
exact-r1__32f237a65638d702e80c66ce6545a75f08d71afa__吐司菇__v340__glasses__49dfb3e2__c0.mp4,0.930702805519104,0.8388603329658508,0.0960667,0.05681087,-0.039263308,-0.09607418,0.1875,-0.032611355,-0.08794063,-0.13533,-0.0009622961402900777,0.028891152,0.19409815967082977,0.18320847,0.11121777,0.2163535,0.003942838404327631,0.10513574,0.1875,0.22355536,0.10615754,0.033145033,-0.0016047999732567732,0.05290632,0.1935483870967742,0.39419413,0.34476984,1.0000001,0.6552303,0.09375,1.0000001,0.74216306,0.605806,-0.01153374880639687,0.121075876
base-noprop__85485675b9afc7fa463bca0fd81c644d405acb2e__爆炸菇（爆炸前）__v0__8f198cec__c0.mp4,0.9799912571907043,0.9520158171653748,0.010211408,-0.007136643,-0.016455173,-0.009318531,0.125,0.007654667,-0.009732883,-0.026666582,-9.886232202004147e-05,0.0075636026,0.6033995151519775,0.015992403,-0.030997932,0.56435335,0.007920550182461739,0.5953513,0.1875,0.652277,0.5936666,0.54836094,-0.0011479664167875225,0.025963504,0.0,0.120095015,0.120095015,1.0000002,0.8799052,0.28125,1.0000002,0.928944,0.8799052,-0.003060288082731774,0.03278311
exact-r1__0399b7e1281139c389c4f871736e53e2fab0d75d__爆炸菇（爆炸后）__v25__eyemask__9d8c5219__c0.mp4,0.9955340623855591,0.9846340417861938,0.014674947,0.008241452,-0.04373905,-0.051980503,0.21875,-0.029730313,-0.04437262,-0.058413997,-0.00036081579674985853,0.0064245546,0.11586813628673553,0.01457366,8.455664e-05,0.07341282,0.003907934762537479,0.073328264,0.15625,0.083699875,0.071495526,0.05883916,4.191887141628837e-05,0.006577139,0.0,0.04857731,0.039366245,0.99999976,0.9606335,0.28125,0.99999976,0.9771529,0.95142245,-0.0015713909416953612,0.015863832
base-noprop__28a40bdc8031c3ded5a744a31c764d0180862532__爆炸菇（爆炸后）__v0__7ced556b__c0.mp4,0.9805693626403809,0.9169379472732544,0.051169336,0.048146248,0.041837692,-0.0063085556,0.1875,0.05609393,0.025562488,-0.009331644,-0.0007236141198017024,0.016286248,0.5421324372291565,0.060200214,0.033398986,0.56412923,0.007052706554532051,0.53073025,0.15625,0.62987554,0.5676949,0.503929,0.001397497624246265,0.037486073,0.12903225806451613,0.11316848,0.07139015,0.99999994,0.9286098,0.21875,0.99999994,0.9371143,0.88683146,-0.0030515023187632803,0.03589904
exact-r1__6f6f2d7c0707575b6afdd575fae5abf75eec000d__吐司菇__v706__flag__e18588cd__c0.mp4,0.9725764989852905,0.8993434906005859,0.053971916,0.025874048,-0.015993208,-0.041867256,0.125,-0.012777597,-0.03933321,-0.069965124,-0.001381158304354313,0.01675657,0.41249147057533264,0.019847497,-0.19751349,0.25272283,0.010936535894870758,0.45023632,0.25,0.46121442,0.37315828,0.23287533,0.007826422688024137,0.081582464,0.03225806451612903,0.5444539,0.53635633,1.0000001,0.4636438,0.0,1.0000001,0.62265384,0.4555462,-0.019142713894810818,0.19974238
base-props__b166561176afda3a52cc9957753e6b2a097c6778__爆炸菇（爆炸前）__v708__glasses__ebc7f03d__c0.mp4,0.9985355138778687,0.9962674379348755,0.0,-0.0038416684,-0.049415905,-0.045574237,0.15625,-0.04239946,-0.045804154,-0.049415905,0.00014032644651218307,0.0017500633,0.09950190782546997,0.0067509934,0.00024956465,0.047285166,0.0051619973964989185,0.0470356,0.125,0.07206836,0.053697754,0.040534172,0.0004796415063500676,0.0074061337,0.03225806451612903,0.013773382,0.0077885985,0.99999994,0.99221134,0.0625,0.99999994,0.99141634,0.98622656,-0.0002984085565438152,0.0033929513
exact-r1__65fa930a2832ed150be2f5f8c6f3014ee7d827a8__爆炸菇（爆炸后）__v648__flag__9e38806b__c0.mp4,0.9926506876945496,0.9767144322395325,0.0010591969,-0.04082436,-0.0097935125,0.031030849,0.28125,0.034812674,0.014003674,-0.010852709,0.0014045700250614071,0.014755172,0.1810855120420456,0.00849086,-0.18606664,0.082299635,0.012792154215276241,0.26836628,0.25,0.28912014,0.19508919,0.073808774,0.0068766237755478144,0.0700542,0.0,0.17499626,0.14015424,1.0,0.85984576,0.15625,1.0,0.91339934,0.82500374,-0.0058217055855258465,0.060914263
base-noprop__0fdb22578fff87861697db59c5fdafc40b146990__蘑菇力__v0__c4e12003__c0.mp4,0.9975283145904541,0.9933556914329529,0.0073993206,-0.0020367727,-0.02487921,-0.022842437,0.125,-0.022842437,-0.026867118,-0.03227853,2.2736125382596958e-05,0.0019647826,0.09473126381635666,0.016093157,0.0038224384,0.073595084,0.00421217642724514,0.069772646,0.125,0.08120805,0.06786415,0.057501927,-0.00017723249943374993,0.0059043616,0.0,0.013581634,0.008014202,1.0000001,0.9919859,0.09375,1.0000001,0.9923199,0.9864185,-9.946357950435065e-05,0.0024734857
base-noprop__05dd2b8db67494f0efc8d0fdde03ebfec1ec36bb__毒蘑菇__v0__76d724a6__c0.mp4,0.9989453554153442,0.9951000213623047,0.0024859114,-0.0025408487,-0.009404992,-0.006864143,0.15625,-0.0020941757,-0.0073213945,-0.011890903,5.493855147890151e-05,0.0026484188,0.01767042651772499,0.004815243,0.0036977394,0.010817214,0.014327585697174072,0.0071194745,0.0,0.027781343,0.010349032,0.0060019707,-0.00016475113090318853,0.0063395416,0.0,0.01607287,0.0041424036,1.0,0.9958576,0.15625,1.0,0.99457276,0.98392713,-9.155135787455378e-06,0.0043313196
base-noprop__f4d25ec51527a18f0ee61a4803329a4966535857__爆炸菇（爆炸后）__v0__b7b64ae3__c0.mp4,0.9678017497062683,0.9307066202163696,0.027252674,0.010413587,-0.01866147,-0.029075056,0.15625,-0.011155099,-0.029638562,-0.045914143,-0.00017855479177142255,0.008015631,0.36222320795059204,0.1226497,0.06224951,0.35053,0.015472959727048874,0.2882805,0.125,0.43946213,0.33258462,0.2278803,2.8436184147939258e-05,0.052768614,0.0,0.19890034,0.14828932,1.0,0.8517107,0.09375,1.0,0.887542,0.80109966,-0.004250771401564725,0.0445085
base-noprop__0b9d7a9da15b27871886a629df50e17677f0c915__粽子菇__v0__0f454afa__c0.mp4,0.993145763874054,0.9815278649330139,0.0030927956,-0.0007171333,0.07790741,0.07862455,0.15625,0.08859959,0.08139442,0.07481462,3.26115900208195e-05,0.0034423938,0.2763749659061432,0.033497334,0.0023984313,0.36582172,0.02060498110949993,0.3634233,0.1875,0.37533718,0.35776937,0.3323244,0.00027012090332522706,0.01099412,0.0,0.016260564,0.011786699,1.0,0.9882133,0.125,1.0,0.98856044,0.98373944,-0.00025870628065025514,0.0038670527
exact-r2__c7ad00b677c45e8f5009f4a0740dfa6c109a6eee__汉堡菇__v1244__glasses__0a8c1553__c0.mp4,0.9697644710540771,0.8520203828811646,0.07012364,0.053843856,0.0113300085,-0.042513847,0.28125,0.04227376,-0.00040317327,-0.058793634,-0.0022383732202290777,0.027807044,0.5042053461074829,0.2566179,0.17749572,0.5747708,0.015487506054341793,0.3972751,0.34375,0.6212362,0.5038022,0.3181529,-0.007223090976258167,0.08665415,0.0,0.30131197,0.2279293,0.9999999,0.7720706,0.34375,0.9999999,0.886804,0.6986879,-0.009234034431732275,0.09801373
exact-r1__4b734340dea86eb026518f537642d75cec5d26c7__粽子菇__v480__glasses__09e00568__c0.mp4,0.9446108341217041,0.7823835015296936,0.0012926161,-0.11095366,-0.048215955,0.0627377,0.1875,0.10966462,0.034674753,-0.04950857,0.0044033067721513,0.046440188,0.5237510204315186,0.0,-0.39195755,0.31373605,0.027471330016851425,0.7056936,0.21875,0.7142129,0.5584258,0.31373605,0.01483354190927098,0.14424255,0.03225806451612903,0.65529054,0.6480594,1.0,0.35194057,0.25,1.0,0.62264824,0.34470946,-0.02661760656103007,0.2606806
exact-r2__2542b9c5635f6f39a49c3380e72384f78fd1c0d8__汉堡菇__v238__eyemask__4cce5059__c0.mp4,0.9937761425971985,0.9712380170822144,0.0022619069,-0.000513047,0.00024491549,0.00075796247,0.15625,0.039888814,0.008156469,-0.0020169914,-6.56981190497222e-05,0.007880895,0.15665555000305176,0.12396258,0.060776114,0.21715453,0.014151343144476414,0.15637842,0.09375,0.24953629,0.164812,0.09319195,-0.0015098815619989177,0.035166815,0.06451612903225806,0.054776788,0.035051107,0.99999994,0.96494883,0.09375,0.99999994,0.9704484,0.94522315,-0.0006632685027688622,0.012184921
base-noprop__068f87e6d8c098db1a68eaff2a959baa9dd07959__毒蘑菇__v0__6945910b__c0.mp4,0.9878098368644714,0.9333974719047546,0.022344988,0.01861895,0.0018680133,-0.016750937,0.15625,0.002818644,-0.006017274,-0.020476975,-0.0005728037914539798,0.0059439084,0.03808474540710449,0.029702406,0.020435845,0.041938342,0.009284584783017635,0.021502497,0.28125,0.05133176,0.03206747,0.012235936,-0.0010282390008754252,0.012083883,0.12903225806451613,0.2354424,0.23468089,1.0,0.7653191,0.375,1.0,0.90018904,0.7645576,-0.009871828186809126,0.09915929
